"isqno","attacker","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","actors"
293,1,"BR 1ST ARMY","GEN HAIG","298437",3,,,"61713","236724",0,0,0,0,,,0,,,"FF",,,,,,"PP","SS",,0,-15,5,-5,5,"Great Britain"
294,0,"RUS 10TH ARMY","GEN SIEVERS","300000",3,,,"210000","90000",0,0,0,0,212,,0,186,,"DD",,,,,"0","AA",,,0,-25,0,-25,2,"Russia"
294,1,"GER 8TH & 10TH ARMIES","GEN HINDENBURG","650000",3,,,"135000","515000",0,0,0,0,,,0,,,"DE",,,"FE",,,"BB","PS",,0,-50,0,-70,8,"Germany"
295,0,"RUS 3RD ARMY","GEN DIMITRIEV","219000",1,"219000",0,"153654","65346",0,0,0,0,,,0,,,"DD",,,,,"0","WL",,,37,0,23,0,3,"Russia"
295,1,"GER 11TH ARMY, AUS 3RD(-) & 4TH ARMIES","GEN MACKENSEN","216000",1,"216000",0,"36000","180000",0,0,0,0,622,,0,,,"FF",,,,,,"BB","PS",,0,-7,0,-30,8,"Germany"
296,0,"AUS 5TH ARMY","GEN BOROJEVIC","100000",3,,,"9958","90042",0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,20,-20,5,0,6,"Austria"
296,1,"IT 2ND & 3RD ARMIES","GEN CADORNA","200000",3,,,"14947","185053",0,0,0,0,212,,0,,,"FF","RC",,,,,"RR","SS",,20,-20,10,-10,3,"Italy"
297,0,"AUS 5TH ARMY","GEN BOROJEVIC","128500",3,,,"46640","81860",0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,20,-20,0,-14,6,"Austria"
297,1,"IT 2ND & 3RD ARMIES","GEN CADORNA","200000",3,,,"41866","158134",0,0,0,0,,,0,,,"FF","RC",,,,,"RR","SS",,20,-20,0,-20,3,"Italy"
298,0,"AUS 5TH ARMY","GEN BOROJEVIC","157000",3,,,"31474","125526",0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,0,-15,15,0,6,"Austria"
298,1,"IT 2ND & 3RD ARMIES","GEN CADORNA","356000",3,,,"67008","288992",0,0,0,0,1200,,0,,,"FF","RC",,,,,"RR","SS",,0,-15,10,-10,4,"Italy"
299,0,"AUS 5TH ARMY","GEN BOROJEVIC","136000",3,,,"40217","95783",0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,0,-15,15,0,6,"Austria"
299,1,"IT 2ND & 3RD ARMIES","GEN CADORNA","311000",3,,,"48967","262033",0,0,0,0,1200,,0,,,"FF","RC",,,,,"RR","SS",,0,-15,10,-10,4,"Italy"
3,0,"PROT UNION ARMY","BADEN-DURLACH","20000",1,"20000",0,"5800","14200",4000,0,0,0,40,0,0,20,0,"DD",,,,,"0","WL",,,0,-25,3,0,3,"Protestant Union"
3,1,"HOLY LEAGUE & SP ARMY","TILLY & CORDOVA","20000",1,"20000",0,"5000","15000",4000,0,0,0,8,0,0,0,0,"FF",,,,,,"BB","PS",,0,-10,0,-90,7,"Holy Roman Empire & Spain"
30,0,"SP ARMY","DON JUAN","12000",1,"12000",0,"7000","5000",7000,0,0,0,0,0,0,0,0,"DO","FF",,,,"0","WL",,,17,0,0,-29,3,"Spain"
30,1,"FR ARMY","TURENNE","15000",1,"15000",0,"2000","13000",6000,0,0,0,,0,0,0,0,"EE","RF",,"FF",,,"BB","PS",,0,-13,0,-50,8,"France"
300,0,"TK 5TH ARMY","GEN LIMAN VON SANDERS","10000",3,,,"3900","6100",0,0,0,0,,0,0,,0,"DO","FF",,,,"0","SS",,,10,0,20,0,5,"Ottoman Empire"
300,1,"ALLIED ARMY","GEN HAMILTON","32000",3,,,"5400","26600",0,0,0,0,345,0,0,,0,"FF",,,"FF","FE",,"PP","RR","SS",13,0,56,0,5,"Great Britain"
301,0,"TK 7TH & 12TH DIVS","GEN LIMAN VON SANDERS","15800",3,"1800",14000,"750","15050",0,0,0,0,20,0,0,,0,"DO","FF",,,,"0","SS",,,0,-15,25,0,5,"Ottoman Empire"
301,1,"BR 7TH, 10TH, 11TH, & 12TH DIVS","LG STOPFORD","25000",1,"25000",0,"9000","16000",0,0,0,0,56,0,0,,0,"FF",,,,,,"PP","RR","SS",0,-10,0,-15,4,"Great Britain"
302,0,"TK ARMY","NUR-UD-DIN PASHA","11300",1,"11300",0,"5300","6000",0,0,0,0,38,,0,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Ottoman Empire"
302,1,"BR MESOPOTAMIAN FIELD FORCE","MG TOWNSHEND","11000",1,"11000",0,"1230","9770",0,0,0,0,28,,0,0,,"EE","LR","FF","FF","FE",,"BB",,,10,-10,10,-10,7,"Great Britain"
303,0,"TK ARMY","NUR-UD-DIN PASHA","20400",3,,,"6188","14212",0,0,0,0,52,0,0,0,0,"DO","FF",,,,"0",,,,0,-12,10,-10,6,"Ottoman Empire"
303,1,"BR MESOPOTAMIAN FIELD FORCE","MG TOWNSHEND","13756",1,"13756",0,"4593","9163",0,0,0,0,30,,0,0,2,"EE","LF",,"FF",,,"RR","WD",,0,-18,10,-10,4,"Great Britain"
304,0,"GER 2ND ARMY","GEN BELOW","300000",1,"300000",,"500000",,0,0,0,0,400,,0,,,"DO","FF",,,,"0","PP","RR","SS",0,-17,8,0,5,"Germany"
304,1,"BR 4TH & 6TH ARMIES","GEN RAWLINSON & GEN FAYOLLE","600000",1,"600000",,"670000",,0,49,0,49,1537,,33,,,"FF",,,,,,"PP","RR","SS",15,-15,19,-8,4,"Great Britain"
305,0,"GER 2ND ARMY","GEN BELOW","95000",1,"95000",0,"8000","87000",0,0,0,0,,,0,20,,"DO","FF",,,,"0","PP","SS",,0,-15,10,0,7,"Germany"
305,1,"BR 4TH ARMY","GEN RAWLINSON","290000",1,"290000",0,"57450","232550",0,0,0,0,1537,,0,,,"FF",,,,,,"PP","RR","SS",0,-25,5,-5,3,"Great Britain"
306,0,"GER 180TH INF RGT",,"2800",1,"2800",0,"281","2519",0,0,0,0,,,0,,,"DO","FF",,,,"0","PP","SS",,0,-15,5,-5,7,"Germany"
306,1,"BR 8TH DIV","MG HUDSON","11300",1,"11300",0,"5121","6179",0,0,0,0,,,0,,,"FF",,,,,,"PP","RR","SS",0,-15,5,-5,3,"Great Britain"
307,0,"GER 3RD GUARDS DIV","GEN BELOW","15000",1,"15000",,"4000",,0,0,0,0,,,0,,,"DO","FF",,,,"0","SS",,,15,0,15,-15,5,"Germany"
307,1,"BR 4TH ARMY(-)","GEN RAWLINSON","45000",1,"45000",0,"9000","36000",0,0,0,0,,,0,,,"FF",,,,,,"PP","RR","SS",0,-33,2,-2,5,"Great Britain"
308,0,"GER 1ST ARMY","GEN BELOW","90000",1,"90000",0,"3000","87000",0,0,0,0,800,,0,,,"DD",,,,,"0","SS",,,0,-20,20,-10,5,"Germany"
308,1,"BR 4TH AND RESERVE ARMIES","GEN HAIG","190000",1,"190000",0,"3500","186500",0,36,0,36,,,25,,,"FF",,,,,,"PP","SS",,0,-20,20,-20,7,"Great Britain"
309,0,"TK 3RD ARMY","ABDUL KERIM PASHA","61000",3,,,"25000","36000",0,0,0,0,100,,0,12,,"DD",,,,,"0","WL",,,0,-20,20,0,3,"Ottoman Empire"
309,1,"RUSS ARMY","GEN YUDENICH","103000",3,,,"8000","95000",0,0,0,0,239,,0,,,"FF","DE",,,,,"BB","PS",,0,-22,20,0,8,"Russia"
31,0,"IMP ALLIED ARMY","MONTECUCCOLI","30000",1,"30000",0,"2000","28000",10000,0,0,0,25,0,0,0,0,"DO","DE",,,,"0",,,,0,-17,10,0,9,"Holy Roman Empire"
31,1,"TURK ARMY","AHMED KOPRULU","60000",1,"60000",0,"8000","52000",20000,0,0,0,20,0,0,20,0,"FF",,,,,,"RR","WD",,0,-17,20,0,4,"Ottoman Empire"
310,0,"GER 10TH ARMY","GEN EICHHORN","180000",3,,,"20000","160000",0,0,0,0,440,,0,,,"DD",,,,,"0","SS",,,0,-50,10,-10,6,"Germany"
310,1,"RUSS 2ND ARMY","GEN SMIRNOV","350000",3,,,"100000","250000",0,0,0,0,887,,0,,,"FF",,,,,,"RR","SS",,0,-14,0,-30,4,"Russia"
311,0,"AUS 2ND, 4TH & 7TH, & SUD ARMIES","GEN CONRAD","500000",1,"500000",,"260000",,0,0,0,0,1846,0,0,330,0,"DD",,,,,"0","WL",,,5,-15,5,-15,3,"Austria"
311,1,"RUSS SOUTHWEST ARMY GROUP","GEN BRUSILOV","600000",1,"600000",,"495000",,0,0,0,0,1938,0,0,,0,"FF",,,,,,"PP","SS",,5,-15,5,-15,7,"Russia"
312,0,"AUS 5TH ARMY","GEN BOROJEVIC","160000",3,,,"1985","158015",0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,20,-20,10,-10,6,"Austria"
312,1,"IT 2ND & 3RD ARMIES","GEN CADORNA","300000",3,,,"3800","296200",0,0,0,0,,,0,,,"FF",,,,,,"RR","SS",,20,-20,31,0,4,"Italy"
313,0,"IT 1ST ARMY","GEN PECORI-GIRALDI","118000",1,"118000",,"74887",,0,0,0,0,623,,0,,,"DD",,,,,"0","WD","SS",,20,-20,15,-15,5,"Italy"
313,1,"AUS 3RD & 11TH ARMIES","GEN CONRAD","213000",1,"213000",,"41264",,0,0,0,0,2000,,0,,,"FF",,,,,,"PP","SS",,20,-20,15,-15,6,"Austria"
314,0,"AUS 3RD & 11TH ARMIES","GEN CONRAD","172000",1,"172000",,"29000",,0,0,0,0,2000,,0,,,"DD",,,,,"0","WD","SS",,20,-20,34,-15,5,"Austria"
314,1,"IT 5TH ARMY","GEN CADORNA","200000",1,"200000",,"72000",,0,0,0,0,623,,0,,,"FF",,,,,,"PP","SS",,20,-20,15,-15,6,"Italy"
315,0,"AUS 5TH ARMY","GEN BOROJEVIC","168000",1,"168000",,"41835",,0,0,0,0,147,,0,,,"DD",,,,,"0","SS",,,20,-20,15,0,4,"Austria"
315,1,"IT 2ND & 3RD ARMIES","GEN CADORNA","308000",1,"308000",,"51232",,0,0,0,0,686,,0,,,"FF",,,,,,"PP","SS",,20,-20,15,0,6,"Italy"
316,0,"GER 6TH ARMY","GEN FALKENHAUSEN","120000",1,"120000",,"75000",,0,0,0,0,1014,,0,150,,"DO","FF",,,,"0","RR","SS",,0,-10,10,-10,5,"Germany"
316,1,"BR 1ST, 3RD & 5TH ARMIES","FM HAIG","276000",1,"276000",,"83379",,0,48,,,2817,,,,,"FF",,,,,,"PP","RR","SS",0,-15,5,-5,5,"Great Britain"
317,0,"GER 1ST & 7TH ARMIES","GENS BOEHN & BELOW","480000",3,,,"40000","440000",0,0,0,0,,,0,227,,"DD",,,,,"0","SS",,,25,0,25,0,6,"Germany"
317,1,"FR 5TH & 6TH ARMIES","GEN NIVELLE","1000000",3,,,"118000","882000",0,150,,,5114,,,,,"FF",,,,,,"PP","SS",,0,-15,10,0,3,"France"
318,0,"GER 4TH ARMY","GEN ARNIM","100000",1,"100000",,"32500",,0,0,0,0,1000,,0,67,,"DD",,,,,"0","SS",,,0,-15,0,-23,4,"Germany"
318,1,"BR 2ND ARMY","GEN PLUMER","180000",1,"180000",,"17000",,0,,,,2266,,,,,"FF",,,,,,"PP","SS",,0,-10,47,0,7,"Great Britain"
319,0,"GER 4TH ARMY","GEN ARNIM","200000",1,"200000",,"270710",,0,0,0,0,1040,,0,,,"DD",,,,,"0","SS",,,0,-10,0,-26,6,"Germany"
319,1,"BR 2ND & 5TH ARMIES & FR 1ST ARMY","FM HAIG","380000",1,"380000",,"399821",,0,,,,2174,,,,,"FF",,,,,,"PP","SS",,0,-15,0,-23,5,"Great Britain"
32,0,"TURK ARMY","KARA MUSTAFA","107000",1,"107000",0,"10000","97000",47000,0,0,0,500,0,0,370,0,"DD",,,,,"0","WD",,,29,0,25,-50,3,"Ottoman Empire"
32,1,"IMP ALLIED ARMY","LORRAINE & SOBIESKI","76000",1,"76000",0,"2000","74000",34000,0,0,0,186,0,0,0,0,"EE","RF",,"FF",,,"BB","PS",,5,-5,0,-60,9,"Holy Roman Empire"
320,0,"GER 2ND ARMY","GEN MARWITZ","75000",1,"75000",,"25000",,0,0,0,0,900,,0,138,,"DO","FF",,,,"0","SS",,,10,-10,15,0,5,"Germany"
320,1,"BR 3RD ARMY","GEN BYNG","90000",1,"90000",,"15000",,0,324,0,324,1000,,108,,,"FF",,,,,,"PP","SS",,5,0,15,0,7,"Great Britain"
321,0,"BR 3RD ARMY","GEN BYNG","90000",1,"90000",,"29000",,0,,,,1000,,,120,,"DD",,,,,"0","WD","SS",,0,-10,15,0,3,"Great Britain"
321,1,"GER 2ND ARMY","GEN MARWITZ","130000",1,"130000",,"28000",,0,0,0,0,1200,,0,,,"FF","DE",,,,,"PP","SS",,10,0,15,0,7,"Germany"
322,0,"AUS 5TH ARMY","GEN BOROJEVIC","165000",1,"165000",,"75700",,0,0,0,0,1400,,0,,,"DO","FF",,,,"0","SS",,,20,-10,0,-64,4,"Austria"
322,1,"IT 2ND & 3RD ARMIES","GEN CADORNA","280000",1,"280000",,"157000",,0,0,0,0,2200,,0,,,"FF",,,,,,"PP","SS",,15,-15,0,-64,5,"Italy"
323,0,"AUS 5TH ARMY","GEN BOROJEVIC","252000",1,"252000",,"85000",,0,0,0,0,,,0,,,"DD",,,,,"0","WD","SS",,20,-20,15,-15,4,"Austria"
323,1,"IT 2ND & 3RD ARMIES","GEN CADORNA","518000",1,"518000",,"166000",,0,0,0,0,1700,,0,,,"FF",,,,,,"PP","SS",,20,-20,15,-15,5,"Italy"
324,0,"IT 2ND, 3RD & 4TH ARMIES","GEN CADORNA","574000",3,,,"305000","269000",0,0,0,0,3600,,0,3152,22,"DD",,,,,"0","WL",,,20,-20,15,0,2,"Italy"
324,1,"GER-AUS 5TH, 10TH & 14TH ARMIES","GEN CONRAD","602000",3,,,"20000","582000",0,0,0,0,4000,,0,,,"FF",,,,,,"BB","PS",,20,-20,15,-15,8,"Germany & Austria"
325,0,"TK U/I TASK FORCE","NUR-UD-DIN PASHA","10500",3,,,"4300","6200",0,0,0,0,91,,0,39,,"DD",,,,,"0","WL",,,15,-15,15,-15,4,"Ottoman Empire"
325,1,"BR 1ST & 3RD CORPS, & U/I CAV DIV","GEN MAUDE","46000",3,,,"2750","43250",0,0,0,0,174,,0,,,"FF",,,,,,"PP",,,10,-10,10,-10,8,"Great Britain"
326,0,"TK 8TH ARMY","GEN KRESS VON KRESSENSTEIN","26000",1,"26000",0,"2450","23550",0,0,0,0,,0,0,,0,"DD",,,,,"0",,,,0,-25,0,-5,8,"Ottoman Empire"
326,1,"BR ARMY OF EGYPT","GEN MURRAY","25000",1,"25000",0,"4000","21000",0,0,0,0,,0,0,,0,"FF",,,"FE",,,"PP","RR","WD",0,-25,0,-5,4,"Great Britain"
327,0,"TK ARMY OF PALESTINE","GEN KRESS VON KRESSENSTEIN","20000",1,"20000",0,"2000","18000",0,,,,,0,,,0,"DD",,,,,"0",,,,0,-25,10,-10,9,"Ottoman Empire"
327,1,"BR ARMY OF EGYPT","GEN MURRAY","25000",1,"25000",0,"6400","18600",0,,,,,0,,,0,"FF",,,,,,"RR","WD",,0,-25,5,0,3,"Great Britain"
328,0,"TK 7TH & 8TH ARMIES","GEN KRESS VON KRESSENSTEIN","34400",3,,,"2950","31450",0,,,,260,,,,,"DD",,,,,"0","WL",,,15,0,15,0,4,"Ottoman Empire"
328,1,"BR ARMY OF EGYPT","GEN ALLENBY","72000",3,,,"2696","69304",0,,,,392,,,,,"FF","EE","LR","FE",,,"PP","PS",,22,0,5,-5,9,"Great Britain"
329,0,"TK 8TH ARMY","GEN KRESS VON KRESSENSTEIN","15500",1,"15500",0,"4800","10700",0,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,15,-15,15,-15,2,"Ottoman Empire"
329,1,"BR ARMY OF EGYPT","GEN ALLENBY","85000",1,"85000",0,"4000","81000",0,0,0,0,0,0,0,0,0,"FF","EE","RF",,,,"BB",,,0,-25,15,-15,8,"Great Britain"
33,0,"TURK ARMY","HUSSEIN PASHA","80000",1,"80000",0,"30000","50000",,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,0,-63,25,-25,3,"Ottoman Empire"
33,1,"POL ARMY","SOBIESKI","50000",1,"50000",0,"1000","49000",,0,0,0,,0,0,,0,"FF",,,"EE","LR",,"BB","PS",,0,-20,100,0,8,"Poland"
330,0,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES","FM HAIG","400000",1,"400000",,"120000",,0,252,,,2500,,30,330,,"DD",,,,,"0","WD",,,0,-38,20,-20,3,"Great Britain"
330,1,"GER 2ND, 17TH & 18TH ARMIES","GEN LUDENDORFF","800000",1,"800000",,"70000",,0,9,,,6473,,,,,"FF",,,,,,"PP",,,0,-25,20,0,7,"Germany"
331,0,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES","FM HAIG","600000",1,"600000",,"140000",,0,200,,,4000,,70,770,,"DD",,,,,"0","SS",,,0,-20,20,-20,5,"Great Britain"
331,1,"GER 2ND, 17TH & 18TH ARMIES","GEN LUDENDORFF","700000",1,"700000",,"133000",,0,,,,6400,,,,,"FF",,,,,,"PP","RR","SS",0,-14,20,0,5,"Germany"
332,0,"BR 1ST & 2ND ARMIES","FM HAIG","400000",3,,,"152500","247500",0,180,,,,,,,,"DO","FF",,,,"0","RR","SS",,0,-10,10,-20,5,"Great Britain"
332,1,"GER 4TH & 6TH ARMIES","GEN LUDENDORFF","500000",3,,,"175000","325000",0,9,,,,,,,,"FF",,,,,,"PP","RR","SS",0,-10,10,-20,7,"Germany"
333,0,"US COS I & L OF 3RD BN, 9TH INF RGT","COL UPTON","650",1,"650",0,"72","578",0,0,0,0,24,0,0,0,0,"DD",,,,,"0","SS",,,10,-10,10,-10,4,"USA"
333,1,"GER SPEC ASSLT GRP 'VON GROTHE' & 272ND RES INF RGT","MAJ GROTHE","3072",1,"3072",0,"71","3001",0,0,0,0,36,0,0,0,0,"FF",,,,,,"PP","RR","SS",15,-15,15,-15,6,"Germany"
334,0,"FR 6TH ARMY","GEN DOUCHENE","75000",1,"75000",,"128000",,0,,,,,,,800,,"DO","FF",,,,"0","PP","SS",,10,-10,0,-15,5,"France"
334,1,"GER 1ST & 7TH ARMIES","CR PR WILHELM","250000",1,"250000",,"118000",,0,,,,3719,,,,,"FF",,,,,,"PP","SS",,0,-10,0,-15,3,"Germany"
335,0,"GER 82ND RES DIV, 1ST BN, 272ND RES INF RGT","COL FREDERICHS","725",1,"725",0,"386","339",0,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,15,-15,0,-15,3,"Germany"
335,1,"US 1ST DIV & 28TH INF RGT","COL ELY","8679",1,"8679",0,"300","8379",0,12,,,346,,6,0,,"FF",,,,,,"PP",,,10,-10,10,-10,7,"USA"
336,0,"GER 4TH RES CORPS(-)","GEN CONTA","6436",1,"6436",0,"730","5706",0,0,0,0,24,,0,,,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,4,"Germany"
336,1,"US 4TH BDE(+)","BG HARBORD","9437",1,"9437",0,"1087","8350",0,0,0,0,36,,0,,,"FF",,,,,,"PP","RR","SS",10,-10,10,-10,4,"USA"
337,0,"GER 2/273RD RGT(+)",,"2458",3,,,"471","1987",0,0,0,0,24,,0,,,"DO","FF",,,,"0","WL",,,15,-15,15,-15,4,"Germany"
337,1,"US 5TH MAR RGT(-)","MAJ TURRILL","2913",3,,,"383","2530",0,0,0,0,32,,0,,,"FF",,,,,,"BB",,,10,-10,10,-10,6,"USA"
338,0,"GER 1/461ST RGT","MAJ HARTLIEB","1121",1,"1121",0,"54","1067",0,0,0,0,10,7,0,,,"DD",,,,,"0",,,,15,-15,15,-15,7,"Germany"
338,1,"US 3/5TH MAR RGT(-)","MAJ BERRY","1940",1,"1748",0,"361","1579",0,0,0,0,18,,0,,,"FF",,,,,,"RR","WL",,10,-10,10,-10,2,"USA"
339,0,"GER 2/461ST RGT","MAJ BISCHOFF","1352",1,"1352",0,"186","1166",0,0,0,0,14,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,"Germany"
339,1,"US 6TH MAR RGT(-)","MAJ SIBLEY","2733",1,"2733",0,"343","2390",0,0,0,0,18,,0,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,6,"USA"
34,0,"IMP ALLIED ARMY","CAPARA","7500",1,"7500",0,"2500","5000",6000,0,0,0,0,0,0,0,0,"DO","FF",,,,"0","WD",,,20,0,4,-20,4,"Holy Roman Empire"
34,1,"FR ARMY","TURENNE","9500",1,"9500",0,"1500","8000",6000,0,0,0,6,0,0,0,0,"FF",,,"DE",,,"PP",,,0,-11,0,-27,9,"France"
340,0,"GER 1/47TH INF RGT(+)","LCOL ROTENBUCHER","3955",1,"3955",0,"87","3868",0,0,0,0,20,,0,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,7,"Germany"
340,1,"US 23RD INF RGT","COL MALONE","3608",1,"3608",0,"340","3268",0,0,0,0,36,,0,,,"FF","EE","RF",,,,"RR","WL",,10,-10,10,-10,3,"USA"
341,0,"GER 1/461ST RGT(+)","MAJ HARTLIEB","1798",1,"1798",0,"541","1257",0,0,0,0,28,,0,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,5,"Germany"
341,1,"US 2/5TH MAR RGT(+)","MAJ WISE","3343",1,"3343",0,"279","3064",0,0,0,0,48,,0,,,"FF",,,,,,"PP",,,10,-10,10,-10,6,"USA"
342,0,"GER 2/110TH GREN RGT","MAJ HARTLIEB","1952",1,"1952",0,"293","1659",0,0,0,0,20,,0,,,"DO","EE","LR",,,"0","WL",,,15,-15,15,-15,6,"Germany"
342,1,"US 2/5TH MAR RGT","MAJ WISE","1747",1,"1747",0,"167","1580",0,0,0,0,18,,0,,,"FF",,,,,,"PP",,,10,-10,10,-10,7,"USA"
343,0,"US 3/5TH MAR RGT(+)","MAJ SHEARER","2629",1,"2629",0,"107","2522",0,0,0,0,24,,0,,,"DD",,,,,"0","SS",,,10,-10,10,-10,7,"USA"
343,1,"GER 109TH RGT(-)(+)",,"3690",1,"3690",0,"138","3552",0,0,0,0,48,,0,,,"FF",,,,,,"RR","WD","SS",15,-15,15,-15,5,"Germany"
344,0,"GER 3/347TH RGT(+)",,"1428",1,"1428",0,"18","1410",0,0,0,0,20,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,"Germany"
344,1,"US 1/7TH INF RGT","LCOL ADAMS","1697",1,"1697",0,"192","1505",0,0,0,0,12,,0,,,"FF",,,,,,"RR","WL","SS",10,-10,10,-10,2,"USA"
345,0,"GER 1/347TH RGT","CPT KARLBERG","1565",1,"1565",0,"19","1546",0,0,0,0,20,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,"Germany"
345,1,"US 3/5TH MAR RGT","MAJ SHEARER","1256",1,"1256",0,"133","1123",0,0,0,0,0,,0,0,,"FF",,,,,,"RR","WL","SS",10,-10,10,-10,3,"USA"
346,0,"GER 1/347TH RGT","CPT KARLBERG","1546",3,,,"437","1109",0,0,0,0,20,,0,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,"Germany"
346,1,"US 3/5TH MAR RGT","MAJ SHEARER","4453",3,,,"273","4180",0,0,0,0,48,,0,,,"FF",,,,,,"BB",,,10,-10,10,-10,7,"USA"
347,0,"GER 201ST INF DIV(-)",,"10358",3,,,"1074","9284",0,,,,144,,,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,"Germany"
347,1,"US 3RD BDE, 2ND INF DIV","BG LEWIS","12812",1,"12812",0,"336","12476",0,,,,138,,,,,"FF","EE","RF",,,,"BB",,,10,-10,10,-10,7,"USA"
348,0,"GER 1/402ND INF RGT(-)",,"5182",1,"5182",0,"568","4614",0,,,,72,,,0,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,"Germany"
348,1,"US 2/9TH INF RGT","MAJ BOUTON","4515",1,"4515",0,"94","4421",0,,,,54,,,0,,"FF",,,,,,"BB",,,10,-10,10,-10,7,"USA"
349,0,"GER 2/402ND INF RGT(+)",,"5177",1,"5177",0,"506","4671",0,,,,54,,,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,"Germany"
349,1,"US 3/33RD INF RGT","MAJ ELLIOT","4508",1,"4508",0,"223","4285",0,,,,69,,,,,"FF","EE","RF",,,,"BB",,,10,-10,10,-10,7,"USA"
35,0,"DU ALLIED ARMY","ORANGE","70000",1,"70000",0,"14000","56000",15000,0,0,0,,0,0,4,0,"DD",,,,,"0","WD",,,0,-7,43,0,5,"Dutch Republic"
35,1,"FR ARMY","CONDE","50000",1,"50000",0,"10000","40000",15000,0,0,0,,0,0,,0,"FF",,,,,,"PP","WD",,0,-10,0,-30,8,"France"
350,0,"FR 3RD & 10TH ARMIES","GEN FRANCHET D'ESPEREY","300000",3,,,"35466","264534",0,144,,,3000,,72,,,"DO","FF",,,,"0","SS",,,15,-15,10,-10,6,"France"
350,1,"GER 18TH & 7TH ARMIES","CR PR WILHELM","275000",3,,,"80000","195000",0,,,,3000,,,,,"FF",,,,,,"PP","RR","SS",9,0,10,-10,4,"Germany"
351,0,"FR 6TH, 9TH, 5TH & 4TH ARMIES","GEN FRANCHET D'ESPEREY","450000",3,,,"40000","410000",0,,,,4500,,,600,,"DD",,,,,"0","SS",,,0,-15,10,-10,6,"France"
351,1,"GER 7TH, 1ST & 3RD ARMIES","CR PR WILHELM","400000",3,,,"100000","300000",0,20,,,4500,,20,,,"DE",,,,,,"PP","RR","SS",10,-10,10,-10,4,"Germany"
352,0,"GER 9TH ARMY","GEN EBEN","450000",3,,,"50000","400000",0,0,0,0,4000,,,300,,"DD",,,,,"0","WL",,,15,-15,15,-15,4,"Germany"
352,1,"FR 10TH ARMY(+)","GEN MANGIN","750000",1,"750000",,"55000",,0,350,150,200,7000,,,,,"FF",,,,,,"PP",,,15,-15,15,-15,7,"France"
353,0,"GER 13TH BAV RES INF RGT(+)","LG KNEUSSL","3013",1,"3013",0,"1853","1160",0,0,0,0,27,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,3,"Germany"
353,1,"US 26TH INF RGT(+)","COL SMITH","5004",1,"5004",0,"393","4611",0,10,0,10,29,,,,,"FF",,,,,,"PP",,,10,-10,10,-10,7,"USA"
354,0,"GER 22ND BAV INF RGT(+)","COL CARL","2663",1,"2663",0,"1243","1420",0,0,0,0,48,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,3,"Germany"
354,1,"US 28TH INF RGT(+)","COL BABCOCK","5039",1,"5039",0,"448","4591",0,8,0,8,29,,5,,,"FF",,,,,,"PP",,,10,-10,10,-10,7,"USA"
355,0,"GER 2/396TH INF RGT","LG KNEUSSL","400",1,"400",0,"400","0",0,0,0,0,,,0,,,"DD",,,,,"0","AA",,,15,-15,15,-15,2,"Germany"
355,1,"US 2/28TH INF RGT","MAJ HUEBNER","1150",1,"1150",0,"120","1030",0,5,0,5,0,,0,0,,"FF",,,,,,"PP",,,10,-10,10,-10,8,"USA"
356,0,"GER 3/219TH RES INF RGT","CPT STOCKMAR","565",1,"565",0,"181","384",0,0,0,0,0,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,"Germany"
356,1,"US 2/23RD INF RGT(+)","MAJ WADDILL","4480",1,"4480",0,"125","4355",0,12,12,0,36,,,,,"FF",,,,,,"PP",,,10,-10,10,-10,8,"USA"
357,0,"GER 3RD BAV INF RGT(+)","COL STENGEL","2420",1,"2420",0,"1610","810",0,0,0,0,30,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,"Germany"
