"isqno","war","name","locn","campgn","postype","post1","post2","front","depth","time","aeroa","surpa","cea","leada","trnga","morala","logsa","momnta","intela","techa","inita","wina","kmda","crit","quala","resa","mobila","aira","fprepa","wxa","terra","leadaa","plana","surpaa","mana","logsaa","fortsa","deepa","is_hero","war2","war3","war4","war4_theater","dbpedia","cow_warno","cow_warname","war_initiator","parent"
492,"WORLD WAR II (EASTERN FRONT)","LENINGRAD (OPERATION SPARK)","USSR","LENINGRAD",0,"FD",,0,0,0,0,0,0,1,1,2,1,0,0,0,2,1,7,1,0,2,1,0,1,1,1,0,1,0,1,1,,0,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
493,"WORLD WAR II (EASTERN FRONT)","OBOYAN-KURSK (PHASE I)","USSR","KURSK (CITADEL)",0,"FD",,0,0,0,1,0,1,1,0,0,0,0,,0,1,1,12.9,2,1,,1,1,0,0,0,0,0,0,1,,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",1,
494,"WORLD WAR II (EASTERN FRONT)","OPERATION CITADEL (SOUTHERN SECTOR)","USSR","KURSK (CITADEL)",0,"PD",,0,0,0,1,0,1,0,0,0,0,0,,0,1,1,8,1,1,,1,0,0,0,,0,0,0,1,0,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",1,
495,"WORLD WAR II (EASTERN FRONT)","OBOYAN-KURSK (PHASE II)","USSR","KURSK (CITADEL)",1,"PD","FD",0,1,1,0,0,1,1,1,0,,0,,0,1,1,22.8,2,1,,0,0,0,0,0,1,0,0,1,,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",1,
496,"WORLD WAR II (EASTERN FRONT)","OBOYAN-KURSK (PHASE III)","USSR","KURSK (CITADEL)",1,"PD","FD",0,1,1,0,0,1,1,1,,,0,,0,0,,3,1,1,,0,0,,0,0,0,0,0,0,,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",1,
497,"WORLD WAR II (EASTERN FRONT)","PROKHOROVKA","USSR","KURSK (CITADEL)",0,"HD",,0,0,0,1,0,,0,,1,1,0,1,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
498,"WORLD WAR II (EASTERN FRONT)","KURSK COUNTEROFFENSIVE (SOUTHERN SECTOR)","USSR","KURSK COUNTEROFFENSIVE",1,"PD","FD",0,1,1,1,0,,1,0,2,2,1,2,0,2,1,147,1,0,2,0,1,1,0,0,0,1,0,1,1,,0,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
499,"WORLD WAR II (EASTERN FRONT)","BELGOROD","USSR","KURSK COUNTEROFFENSIVE",0,"FD",,0,0,0,0,0,,0,,1,1,1,1,0,1,1,25.5,1,0,2,1,0,1,0,0,0,1,0,1,0,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,498
500,"WORLD WAR II (EASTERN FRONT)","MELITOPOL","USSR","RACE TO THE DNIEPER",0,"FD",,0,0,0,1,0,,0,,,1,1,1,0,0,1,319.8,1,0,2,0,1,0,0,0,0,1,0,1,1,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
501,"WORLD WAR II (EASTERN FRONT)","KORSUN-SCHEVCHENKOVSKIY","USSR","UKRANIAN CAMPAIGN",1,"PD","FD",1,1,1,0,0,,0,0,1,1,1,1,0,0,1,145,1,0,0,1,0,1,0,0,0,1,0,1,1,,1,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
502,"WORLD WAR II (EASTERN FRONT)","NIKOPOL BRIDGEHEAD","USSR","DNIEPER BRIDGEHEAD",0,"FD",,0,0,0,1,0,2,0,0,2,2,1,2,0,1,1,6,1,1,2,1,1,1,0,,0,1,0,1,1,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
503,"WORLD WAR II (EASTERN FRONT)","SEVASTOPOL","USSR","CRIMEA 1944",0,"FD",,0,0,0,1,0,2,2,2,2,2,1,2,0,2,1,17.5,1,1,2,1,1,1,0,0,0,1,0,0,1,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
504,"WORLD WAR II (EASTERN FRONT)","BEREZINA RIVER","USSR","BYELORUSSIAN OFFENSIVE",0,"HD",,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,160,1,0,1,1,1,0,0,0,0,1,0,0,0,,0,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
505,"WORLD WAR II (EASTERN FRONT)","LVOV-SANDOMIERZ","USSR","LIBERATION OF E POLAND",0,"PD",,0,0,0,1,1,0,,0,2,2,1,2,0,2,1,319.6,1,1,2,1,1,0,0,0,0,1,1,1,1,,0,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
506,"WORLD WAR II (EASTERN FRONT)","BRODY (PHASE I)","USSR","THE LVOV-SANDOMIERZ OPERATION",1,"PD","FD",0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,8,2,0,1,1,1,1,0,0,0,1,0,1,0,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
507,"WORLD WAR II (EASTERN FRONT)","BRODY (PHASE II)","USSR","THE LVOV-SANDOMIERZ OPERATION",0,"PD",,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,7,2,0,1,,1,0,0,,0,,0,1,0,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
508,"WORLD WAR II (EASTERN FRONT)","VISTULA RIVER, CROSSING, PHASE I","POLAND","POLAND 1944",0,"PD",,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,3.9,1,0,1,0,1,0,0,0,0,0,0,0,0,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
509,"WORLD WAR II (EASTERN FRONT)","VISTULA RIVER, PULAWY, PHASE II","POLAND","POLAND 1944",0,"PD",,0,0,0,1,0,0,0,0,1,0,1,0,0,1,,2.4,2,0,1,0,1,0,0,,0,0,0,0,0,,0,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
510,"WORLD WAR II (EASTERN FRONT)","YASSY-KISHINEV OPERATION","USSR","ROMANIA 1944",0,"PD",,0,0,0,1,1,2,2,2,2,2,1,2,2,2,1,325,1,1,2,1,1,1,0,0,0,1,1,1,1,,0,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
511,"WORLD WAR II (EASTERN FRONT)","VISTULA-ODER","USSR","LIBERATION OF W POLAND",0,"PD",,0,0,0,1,0,2,2,2,2,2,1,2,2,2,1,483,1,1,2,1,1,1,0,0,0,1,0,1,1,,0,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
512,"WORLD WAR II (OKINAWA)","EAST PRUSSIA","GERMANY","EAST PRUSSIA 1945",0,"FD",,0,0,0,1,0,2,0,2,2,2,1,0,2,2,1,125.4,1,0,2,1,1,0,0,0,0,1,0,1,1,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
513,"WORLD WAR II (OKINAWA)","CIECHANOW (PHASE I)","POLAND","RUSSIAN WINTER OFFENSIVE 1945",0,"FD",,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
514,"WORLD WAR II (OKINAWA)","CIECHANOW (PHASE II)","POLAND","RUSSIAN WINTER OFFENSIVE 1945",0,"FD",,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,2,0,1,1,0,1,0,0,0,1,0,0,0,,,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
515,"WORLD WAR II (OKINAWA)","SEELOW HEIGHTS","GERMANY","BERLIN 1945",0,"FD",,0,0,0,1,0,2,2,2,2,2,1,0,2,2,1,3,1,1,2,1,1,1,,,0,1,0,1,0,,0,1,"WORLD WAR II (EASTERN FRONT)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
516,"WORLD WAR II (OKINAWA)","MUTANKIANG","MANCHURIA","MANCHURIA 1945",0,"FD",,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,160,1,1,2,1,1,0,,,0,1,1,1,0,,0,1,"WORLD WAR II (MANCHURIA 1945)","WORLD WAR II","World War II of 1939-1945","Eastern Front",,139,"World War II of 1939-1945",0,
517,"WORLD WAR II (OKINAWA)","TARAWA-BETIO","JAPAN","CENTRAL PACIFIC",0,"FD",,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,,0,1,"WORLD WAR II (WAR AGAINST JAPAN 1943-1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Tarawa",139,"World War II of 1939-1945",0,
518,"WORLD WAR II (OKINAWA)","IWO JIMA - INTO THE MAIN DEFENSES","JAPAN","BONIN ISLANDS",0,"FD",,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,6,1,1,1,1,1,0,0,0,0,0,0,0,1,,0,1,"WORLD WAR II (WAR AGAINST JAPAN 1943-1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Iwo_Jima",139,"World War II of 1939-1945",0,
519,"WORLD WAR II (OKINAWA)","IWO JIMA - SURIBACHI","JAPAN","BONIN ISLANDS",0,"FD",,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,,0,1,"WORLD WAR II (WAR AGAINST JAPAN 1943-1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Iwo_Jima",139,"World War II of 1939-1945",0,
520,"WORLD WAR II (OKINAWA)","IWO JIMA - FINAL PHASE","JAPAN","BONIN ISLANDS",0,"FD",,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1.2,1,0,1,1,1,1,0,0,0,1,0,0,0,,0,1,"WORLD WAR II (WAR AGAINST JAPAN 1943-1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Iwo_Jima",139,"World War II of 1939-1945",0,
521,"WORLD WAR II (OKINAWA)","ADVANCE FROM THE BEACHHEAD","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"DL",,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,10.2,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
522,"WORLD WAR II (OKINAWA)","ADVANCE THROUGH THE OUTPOSTS","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.2,1,1,0,1,0,1,0,,0,0,0,0,0,,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
523,"WORLD WAR II (OKINAWA)","TOMB HILL-OUKI","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
524,"WORLD WAR II (OKINAWA)","SKYLINE RIDGE-ROCKY CRAGS","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.5,1,1,0,1,1,1,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
525,"WORLD WAR II (OKINAWA)","KOCHI RIDGE-ONAGA I","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,1,0,0,0,1,0,,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
526,"WORLD WAR II (OKINAWA)","KOCHI RIDGE-ONAGA II","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
527,"WORLD WAR II (OKINAWA)","KOCHI RIDGE-ONAGA III","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0.4,1,0,0,0,1,0,,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
528,"WORLD WAR II (OKINAWA)","JAPANESE COUNTERATTACK","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"HD",,0,0,0,,0,0,0,0,0,0,0,0,,1,,0,1,,0,,,,0,0,0,0,0,0,0,0,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",1,
529,"WORLD WAR II (OKINAWA)","KOCHI RIDGE IV","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4,1,1,0,1,1,0,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
530,"WORLD WAR II (OKINAWA)","SHURI ENVELOPMENT (PHASE I)","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"PD",,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,,,0,0,1,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
531,"WORLD WAR II (OKINAWA)","JAPANESE COUNTERATTACKS","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"HD",,0,0,0,,2,0,0,0,0,0,0,0,,0,,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",1,
532,"WORLD WAR II (OKINAWA)","SHURI ENVELOPMENT (PHASE II)","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",1,"FD","DL",1,0,0,1,0,0,0,0,1,0,0,0,0,0,,1,2,0,0,0,1,1,,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
533,"WORLD WAR II (OKINAWA)","SHURI ENVELOPMENT (PHASE III)","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",1,"FD","DL",1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.9,2,1,0,1,1,1,,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
534,"WORLD WAR II (OKINAWA)","HILL 95-I","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1.5,2,1,0,0,1,1,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
535,"WORLD WAR II (OKINAWA)","HILL 95-II","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.9,1,1,0,1,1,1,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
536,"WORLD WAR II (OKINAWA)","YAEJU-DAKE","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.3,1,1,0,1,1,0,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
537,"WORLD WAR II (OKINAWA)","HILLS 153 AND 115","OKINAWA","OKINAWA (US 7TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.9,1,1,1,1,1,1,0,,0,0,0,0,0,,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
538,"WORLD WAR II (OKINAWA)","ADVANCE FROM THE BEACH","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",0,"DL",,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,6.6,1,1,0,1,1,1,0,,0,1,0,0,0,0,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
539,"WORLD WAR II (OKINAWA)","ADVANCE TO SHURI LINE OUTPOSTS","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.6,2,1,0,1,1,1,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
540,"WORLD WAR II (OKINAWA)","KAKAZU AND TOMBSTONE RIDGES","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.4,1,0,0,0,0,1,,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
541,"WORLD WAR II (OKINAWA)","NISHIBARU RIDGE-TANABARU ESCARPMENT","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1.5,1,1,0,1,1,1,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","Pacific","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
542,"WORLD WAR II (OKINAWA)","MAEDA ESCARPMENT","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,1.6,2,1,,1,1,1,,,0,0,0,0,,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
543,"WORLD WAR II (OKINAWA)","ATTACK ON SHURI LINE'S EASTERN FLANK I","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.9,2,0,0,1,1,1,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
544,"WORLD WAR II (OKINAWA)","ATTACK ON SHURI LINE'S EASTERN FLANK II","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.5,2,0,0,1,1,1,0,,0,0,0,0,0,,,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
545,"WORLD WAR II (OKINAWA)","ATTACK ON SHURI LINE'S EASTERN FLANK III","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",0,"FD",,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
546,"WORLD WAR II (OKINAWA)","ADVANCE TO YUZA-DAKE/YAEJU-DAKE ESCARPMENT","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",2,"PD","FD",0,0,0,1,0,1,0,1,1,,0,0,1,1,1,2,1,1,0,1,1,1,0,,0,0,0,0,,1,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
547,"WORLD WAR II (OKINAWA)","ATTACK ON YUZA-DAKE/YAEJU-DAKE ESCARPMENT","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",2,"PD","FD",0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0.6,2,1,0,1,1,1,0,,0,0,0,0,0,,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
548,"WORLD WAR II (OKINAWA)","CAPTURE OF YUZA-DAKE/YAEJU-DAKE ESCARPMENT","OKINAWA","OKINAWA (US 96TH INF DIV SECTOR)",2,"PD","FD",0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1.8,1,1,1,1,1,1,1,,0,0,0,0,0,,0,1,"WORLD WAR II (OKINAWA CAMPAIGN 1945)","WORLD WAR II","World War II of 1939-1945","","http://dbpedia.org/resource/Battle_of_Okinawa",139,"World War II of 1939-1945",0,
549,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","JENIN","JORDAN","WEST BANK",0,"PD",,0,0,0,1,2,1,1,1,0,0,0,0,0,0,1,5,1,1,0,1,1,0,0,0,1,1,1,1,0,,0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
550,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","JERUSALEM","JORDAN","WEST BANK",0,"FD",,0,0,0,1,2,1,1,1,0,0,0,0,0,1,1,21,1,1,0,1,2,0,0,0,1,1,1,1,0,,0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
551,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","KABATIYA","JORDAN","WEST BANK",0,"HD",,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,16,1,1,0,0,2,0,0,0,1,0,1,1,0,0,0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
552,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","TILFIT-ZABABIDA","JORDAN","WEST BANK",2,"HD","PD",0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,8,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
553,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","NABLUS","JORDAN","WEST BANK",1,"HD","PD",0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,10,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
554,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","RAFAH","EGYPT","SINAI",2,"PD","FD",0,0,0,1,2,1,1,1,0,0,0,0,0,1,1,10,1,1,0,0,2,0,0,0,1,1,1,1,0,,,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
