"isqno","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
383,"GER 14TH RES DIV(-)","GEN HANSTEIN",1655,"GER 14TH RES DIV(-)",1655,0,182,1473,0,0,0,0,24,,0,,,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 14TH RES DIV(-)","Germany"
384,"IT ARMY GROUP","GEN DIEZ",784000,"IT ARMY GROUP",,,69079,714921,0,,0,0,7043,,0,,,"DO","FF",,,,"0","PP","SS",,10,-20,22,-10,7,FALSE,"IT ARMY GROUP","Italy"
385,"TK 8TH ARMY","GEN LIMAN VON SANDERS",18250,"TK 8TH ARMY",18250,0,7000,11250,0,0,0,0,150,10,0,,,"DD",,,,,"0","WL",,,25,-25,10,0,3,FALSE,"TK 8TH ARMY","Ottoman Empire"
386,"BR 8TH ARMY","LG MONTGOMERY",120000,"BR 8TH ARMY",120000,0,1750,118250,0,450,,,576,2680,67,0,68,"DO","EE","RR",,,"0","SS",,,0,-20,10,-10,7,FALSE,"BR 8TH ARMY","Great Britain"
387,"GER & ITAL PZ ARMY","GFM ROMMEL",105223,"GER & ITAL PZ ARMY",105223,0,15995,89228,0,593,51,542,592,3120,591,197,84,"DO","FF",,,,"0","RR","WL",,10,-10,10,-10,4,FALSE,"GER & ITAL PZ ARMY","Germany"
388,"GER & IT PZ ARMY","GENS STUMM & THOMA",105223,"GER & IT PZ ARMY",105223,0,3695,101528,0,593,51,542,592,,127,,12,"DO","FF",,,,"0","RR","SS",,10,-10,10,-10,6,FALSE,"GER & IT PZ ARMY","Germany"
389,"GER & IT PZ ARMY","FM ROMMEL",101528,"GER & IT PZ ARMY",101528,0,4500,97028,0,470,,352,,,180,,,"DO","FF",,,,"0","RR","SS",,10,-10,10,-10,6,FALSE,"GER & IT PZ ARMY","Germany"
390,"GER & IT PZ ARMY","FM ROMMEL",97000,"GER & IT PZ ARMY",97000,0,7800,89200,0,310,,,,,284,,,"DD",,,,,"0","WL",,,10,-10,10,-10,5,FALSE,"GER & IT PZ ARMY","Germany"
391,"US 1ST ARMD DIV (ELMS)","LCOL WATERS",188,"US 1ST ARMD DIV (ELMS)",188,0,21,167,0,25,25,0,3,0,7,0,0,"DO","DE",,,,"0","PS",,,0,-15,50,-50,8,FALSE,"US 1ST ARMD DIV (ELMS)","USA"
392,"US 1ST INF DIV(+)","MG ALLEN",22019,"US 1ST INF DIV(+)",22019,0,203,21816,0,75,0,75,124,,31,5,,"DD",,,,,"0",,,,5,-5,5,-5,7,FALSE,"US 1ST INF DIV(+)","USA"
393,"GER VON MANTUEFFEL DIV(2/3)","LG BULOVIUS",5000,"GER VON MANTUEFFEL DIV(2/3)",5000,,605,,0,5,0,5,34,,5,,,"DD",,,,,"0","WD",,,10,-15,25,-25,4,FALSE,"GER VON MANTUEFFEL DIV(2/3)","Germany"
394,"GER 16TH PZ DIV (ELMS)","MG SIKENIUS",4250,"GER 16TH PZ DIV (ELMS)",4250,0,100,4150,0,128,0,128,56,115,,,,"DO","EE","RF",,,"0",,,,15,-15,15,-15,4,FALSE,"GER 16TH PZ DIV (ELMS)","Germany"
395,"GER 16TH PZ DIV (ELMS)","MG SIKENIUS",4250,"GER 16TH PZ DIV (ELMS)",4250,,120,,0,38,0,38,46,115,,,,"DO","EE","LF",,,"0","RR","SS",,15,-15,15,-15,4,FALSE,"GER 16TH PZ DIV (ELMS)","Germany"
396,"GER 16TH PZ DIV (ELMS)","MG SIKENIUS",8390,"GER 16TH PZ DIV (ELMS)",8390,0,60,8330,0,78,0,78,90,7,,,,"DO",,,,,"0",,,,15,-15,15,-15,6,FALSE,"GER 16TH PZ DIV (ELMS)","Germany"
397,"BR 56TH IND DIV(+)","MG GRAHAM",11230,"BR 56TH IND DIV(+)",11230,0,1639,9591,0,30,0,30,146,539,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,"BR 56TH IND DIV(+)","Great Britain"
398,"BR 46TH INF DIV(+)","MG HAWKESWORTH",12917,"BR 46TH INF DIV(+)",12917,514,1164,12267,0,30,0,30,146,40,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,"BR 46TH INF DIV(+)","Great Britain"
399,"US 45TH INF DIV(+)","MG MIDDLETON",12691,"US 45TH INF DIV(+)",12691,0,317,12374,0,106,17,89,112,170,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,"US 45TH INF DIV(+)","USA"
400,"GER 26TH PZ DIV (ELMS) & 16TH PZ DIV (ELMS)","MG LUETTWITZ",6995,"GER 26TH PZ DIV (ELMS) & 16TH PZ DIV (ELMS)",6995,,110,,0,58,0,58,80,31,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER 26TH PZ DIV (ELMS) & 16TH PZ DIV (ELMS)","Germany"
401,"GER 26TH PZ DIV(+)(-)","MG LUETTWITZ",6702,"GER 26TH PZ DIV(+)(-)",6702,,120,,0,59,0,59,80,10,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER 26TH PZ DIV(+)(-)","Germany"
402,"BR 46TH INF DIV(+)","MG HAWKESWORTH",18912,"BR 46TH INF DIV(+)",18912,337,255,18994,0,96,4,92,152,33,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,"BR 46TH INF DIV(+)","Great Britain"
403,"GER 15TH PZ GR DIV(-)","MG RODT",8068,"GER 15TH PZ GR DIV(-)",8068,,80,,0,39,0,39,45,0,,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,FALSE,"GER 15TH PZ GR DIV(-)","Germany"
404,"GER 3RD PZ GR DIV(+)","MG BAADE",6435,"GER 3RD PZ GR DIV(+)",6435,,52,,0,42,0,42,51,27,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 3RD PZ GR DIV(+)","Germany"
405,"GER HERMANN GOERING PZ DIV(-)","MG SCHMALTZ",8000,"GER HERMANN GOERING PZ DIV(-)",8000,0,94,7906,0,22,0,22,59,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,8,FALSE,"GER HERMANN GOERING PZ DIV(-)","Germany"
406,"GER 15TH PZ GR DIV(1/2)","MG RODT",8158,"GER 15TH PZ GR DIV(1/2)",8158,,40,,0,39,0,39,45,0,,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,5,FALSE,"GER 15TH PZ GR DIV(1/2)","Germany"
407,"GER 3RD PZ GR DIV(-)(+)","MG LUETTWITZ",6435,"GER 3RD PZ GR DIV(-)(+)",6435,,130,,0,44,0,44,43,53,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER 3RD PZ GR DIV(-)(+)","Germany"
408,"GER HERMANN GOERING PZ DIV(-)","MG SCHMALTZ",7250,"GER HERMANN GOERING PZ DIV(-)",7250,,76,,0,22,0,22,59,10,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER HERMANN GOERING PZ DIV(-)","Germany"
409,"GER 3RD PZ GR DIV(-)","MG BAADE",5152,"GER 3RD PZ GR DIV(-)",5152,,103,,0,55,0,,51,116,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,6,FALSE,"GER 3RD PZ GR DIV(-)","Germany"
410,"GER 15TH PZ GR DIV (-)","MG RODT",8138,"GER 15TH PZ GR DIV (-)",8138,,45,,0,40,0,40,45,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER 15TH PZ GR DIV (-)","Germany"
411,"GER HERMANN GOERING PZ DIV(1/2)","MG SCHMALTZ",7239,"GER HERMANN GOERING PZ DIV(1/2)",7239,,66,,0,22,0,22,49,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER HERMANN GOERING PZ DIV(1/2)","Germany"
412,"GER 15TH PZ GR DIV(1/2)","MG RODT",8128,"GER 15TH PZ GR DIV(1/2)",8128,,138,,0,39,0,39,45,3,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER 15TH PZ GR DIV(1/2)","Germany"
413,"GER 15TH PZ GR DIV(1/2)","MG RODT",8088,"GER 15TH PZ GR DIV(1/2)",8088,,44,,0,39,0,39,45,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,7,FALSE,"GER 15TH PZ GR DIV(1/2)","Germany"
414,"GER 3RD PZ GR DIV(-)(+)","MG BAADE",6321,"GER 3RD PZ GR DIV(-)(+)",6321,,185,,0,30,0,30,41,48,,,,"DO","FF",,,,"0","PP","RR","WD",10,-10,10,-10,5,FALSE,"GER 3RD PZ GR DIV(-)(+)","Germany"
415,"GER 15TH PZ GR DIV(1/2)","MG RODT",6750,"GER 15TH PZ GR DIV(1/2)",6750,,33,,0,38,0,38,41,14,,,,"DD",,,,,"0",,,,15,-15,15,-15,7,FALSE,"GER 15TH PZ GR DIV(1/2)","Germany"
416,"GER 3RD PZ GR DIV(1/2)","MG BAADE",6566,"GER 3RD PZ GR DIV(1/2)",6566,,142,,0,54,0,54,50,48,,,,"DD",,,,,"0",,,,15,-15,15,-15,6,FALSE,"GER 3RD PZ GR DIV(1/2)","Germany"
417,"GER 3RD PZ GR DIV","MG BAADE",6566,"GER 3RD PZ GR DIV",6566,,25,,0,54,0,54,50,146,,,,"DD",,,,,"0",,,,15,-15,15,-15,8,FALSE,"GER 3RD PZ GR DIV","Germany"
418,"BR 56TH INF DIV(1/3)","MG TEMPLER",5200,"BR 56TH INF DIV(1/3)",5200,,310,,0,0,0,0,112,24,0,,,"DD",,,,,"0","WD",,,10,-10,10,-10,2,FALSE,"BR 56TH INF DIV(1/3)","Germany"
419,"GER 3RD PZ GR DIV(1/2)","MG BAADE",7942,"GER 3RD PZ GR DIV(1/2)",7942,,118,,0,42,0,42,53,58,,,,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,5,FALSE,"GER 3RD PZ GR DIV(1/2)","Germany"
420,"GER 15TH PZ GR DIV(-)(+)","MG RODT",7588,"GER 15TH PZ GR DIV(-)(+)",7588,,20,,0,12,0,12,37,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,6,FALSE,"GER 15TH PZ GR DIV(-)(+)","Germany"
421,"GER 15TH PZ GR DIV(1/4)","MG RODT",3288,"GER 15TH PZ GR DIV(1/4)",3288,,141,,0,12,0,12,34,0,,,0,"DO","FF",,,,"0","PP","RR","WD",15,-15,15,-15,3,FALSE,"GER 15TH PZ GR DIV(1/4)","Germany"
422,"GER 15TH PZ GR DIV(1/4)","MG RODT",3288,"GER 15TH PZ GR DIV(1/4)",3288,,20,,0,12,0,12,34,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 15TH PZ GR DIV(1/4)","Germany"
423,"GER 3RD PZ GR DIV(1/2)(+)","LG GRAESER",6750,"GER 3RD PZ GR DIV(1/2)(+)",6750,,130,,0,46,0,46,66,28,4,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 3RD PZ GR DIV(1/2)(+)","Germany"
424,"BR 1ST INF DIV","MG PENNEY",17976,"BR 1ST INF DIV",17976,0,62,17914,0,71,0,71,242,33,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,"BR 1ST INF DIV","Great Britain"
425,"GER 3RD PZ GR DIV","LG GRAESER",15098,"GER 3RD PZ GR DIV",15098,,221,,0,92,0,92,123,30,,,,"DD",,,,,"0","SS",,,15,-15,15,-15,5,FALSE,"GER 3RD PZ GR DIV","Germany"
426,"BR 1ST INF DIV(1/3)(+)","MG PENNEY",9834,"BR 1ST INF DIV(1/3)(+)",9834,,1450,,0,35,0,35,122,44,,,,"DD",,,,,"0","WD",,,10,-10,10,-10,5,FALSE,"BR 1ST INF DIV(1/3)(+)","Great Britain"
427,"BR 1ST INF DIV","MG PENNEY",4515,"BR 1ST INF DIV",4515,,369,,0,139,0,139,82,7,,,,"DO","FF",,,,"0","PP","SS",,10,-10,10,-10,6,FALSE,"BR 1ST INF DIV","Great Britain"
428,"US 45TH INF DIV(+)","MG EAGLES",5000,"US 45TH INF DIV(+)",5000,,107,,0,0,0,0,76,7,,,,"DD",,,,,"0","SS",,,5,-5,5,-5,5,FALSE,"US 45TH INF DIV(+)","USA"
429,"BR 1ST INF DIV(+)","MG PENNEY",17730,"BR 1ST INF DIV(+)",17730,0,311,17419,0,100,0,100,226,121,,,,"DD",,,,,"0","WD",,,10,-10,10,-10,4,FALSE,"BR 1ST INF DIV(+)","Great Britain"
430,"GER 715TH LT INF DIV(+)","LG HILDEBRANDT",7077,"GER 715TH LT INF DIV(+)",7077,,206,,0,28,0,28,102,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,8,FALSE,"GER 715TH LT INF DIV(+)","Germany"
431,"US 45TH INF DIV(+)","MG EAGLES",20496,"US 45TH INF DIV(+)",20496,,1018,,0,106,17,89,184,1270,38,0,,"DO","DE",,,,"0","PP",,,5,-5,5,-5,6,FALSE,"US 45TH INF DIV(+)","USA"
432,"BR 56TH INF DIV(-)","MG TEMPLER",9761,"BR 56TH INF DIV(-)",9761,,1693,,0,59,0,59,185,58,,,,"DO","FF",,,,"0","PP","SS",,10,-10,10,-10,5,FALSE,"BR 56TH INF DIV(-)","Great Britain"
433,"US 45TH INF DIV","MG EAGLES",19613,"US 45TH INF DIV",19613,,403,,0,106,17,89,187,178,,0,,"DD",,,,,"0",,,,5,-5,5,-5,8,FALSE,"US 45TH INF DIV","USA"
434,"GER 94TH INF DIV(-)(+)","MG STEINMETZ",9250,"GER 94TH INF DIV(-)(+)",9250,,1035,,0,34,0,34,123,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 94TH INF DIV(-)(+)","Germany"
435,"GER 94TH INF DIV(-)","MG STEINMETZ",8141,"GER 94TH INF DIV(-)",8141,,720,,0,21,0,21,76,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER 94TH INF DIV(-)","Germany"
436,"GER 94TH INF DIV(-)(+)","MG STEINMETZ",7500,"GER 94TH INF DIV(-)(+)",7500,,442,,0,21,0,21,73,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 94TH INF DIV(-)(+)","Germany"
437,"GER 94TH INF DIV(-)(+)","MG STEINMETZ",6653,"GER 94TH INF DIV(-)(+)",6653,,730,,0,40,0,40,128,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 94TH INF DIV(-)(+)","Germany"
438,"GER 94TH INF DIV(2/3)(+)","MG STEINMETZ",7627,"GER 94TH INF DIV(2/3)(+)",7627,,721,,0,30,0,30,58,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 94TH INF DIV(2/3)(+)","Germany"
439,"GER 94TH INF DIV(-)(+)","MG STEINMETZ",4563,"GER 94TH INF DIV(-)(+)",4563,,332,,0,23,0,23,40,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 94TH INF DIV(-)(+)","Germany"
440,"GER 94TH INF DIV(-)(+)","MG STEINMETZ",6653,"GER 94TH INF DIV(-)(+)",6653,,380,,0,26,0,26,40,32,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 94TH INF DIV(-)(+)","Germany"
441,"GER 94TH INF DIV(-)(+)","MG STEINMETZ",6653,"GER 94TH INF DIV(-)(+)",6653,,380,,0,26,0,26,40,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 94TH INF DIV(-)(+)","Germany"
442,"GER 4TH PARA DIV","COL TRETTNER",12569,"GER 4TH PARA DIV",12569,,468,,0,0,0,0,92,0,0,,0,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,5,FALSE,"GER 4TH PARA DIV","Germany"
443,"GER 65TH INF DIV","MG ZIEHLBERG",11343,"GER 65TH INF DIV",11343,,107,,0,19,0,19,96,0,,,0,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,5,FALSE,"GER 65TH INF DIV","Germany"
444,"GER 3RD PZ GR DIV(-)(+)","MG BAADE",12815,"GER 3RD PZ GR DIV(-)(+)",12815,,1355,,0,89,0,89,107,0,51,2,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 3RD PZ GR DIV(-)(+)","Germany"
445,"GER 362ND INF DIV (3/5)(+)","LG GREINER",11928,"GER 362ND INF DIV (3/5)(+)",11928,,1617,,0,49,0,49,85,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 362ND INF DIV (3/5)(+)","Germany"
446,"GER 29TH PZ GR DIV(1/2)","MG FRIES",6957,"GER 29TH PZ GR DIV(1/2)",6957,,227,,0,52,0,52,88,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 29TH PZ GR DIV(1/2)","Germany"
447,"GER 362ND INF DIV & 3RD PZ GR DIV(1/8)(+)","LG GREINER",12327,"GER 362ND INF DIV & 3RD PZ GR DIV(1/8)(+)",12327,0,1319,11008,0,65,0,65,64,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,6,FALSE,"GER 362ND INF DIV & 3RD PZ GR DIV(1/8)(+)","Germany"
448,"GER 65TH INF DIV","MG ZIEHLBERG",10593,"GER 65TH INF DIV",10593,,580,,0,19,0,19,106,0,,,0,"DO","FF",,,,"0","SS",,,15,-15,15,-15,5,FALSE,"GER 65TH INF DIV","Germany"
449,"GER 3RD PZ GR DIV(7/8)(+)","MG BAADE",13715,"GER 3RD PZ GR DIV(7/8)(+)",13715,,598,,0,71,0,71,117,0,,,0,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,8,FALSE,"GER 3RD PZ GR DIV(7/8)(+)","Germany"
450,"GER 4TH PARA DIV(2/3)","COL TRETTNER",7695,"GER 4TH PARA DIV(2/3)",7695,,374,,0,0,0,0,64,0,0,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 4TH PARA DIV(2/3)","Germany"
451,"GER 3RD PZ GR DIV(1/2)(+)","MG BAADE",15801,"GER 3RD PZ GR DIV(1/2)(+)",15801,,1379,,0,100,0,100,117,11,,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,6,FALSE,"GER 3RD PZ GR DIV(1/2)(+)","Germany"
452,"GER 3RD PZ GR DIV(1/2)","MG BAADE",6108,"GER 3RD PZ GR DIV(1/2)",6108,,698,,0,46,0,46,61,11,,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,6,FALSE,"GER 3RD PZ GR DIV(1/2)","Germany"
453,"GER HERMANN GOERING PZ DIV(1/3)(+)","MG SCHMALTZ",13012,"GER HERMANN GOERING PZ DIV(1/3)(+)",13012,,1178,,0,30,0,30,112,1,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER HERMANN GOERING PZ DIV(1/3)(+)","Germany"
454,"GER 65TH INF DIV(2/3)(+)","MG ZIEHLBERG",19255,"GER 65TH INF DIV(2/3)(+)",19255,,884,,0,35,0,35,202,2,12,,,"DO","FF",,,,"0","RR",,,15,-15,15,-15,5,FALSE,"GER 65TH INF DIV(2/3)(+)","Germany"
455,"GER HERMANN GOERING PZ DIV(2/3)(+)","MG SCHMALTZ",10111,"GER HERMANN GOERING PZ DIV(2/3)(+)",10111,,568,,0,31,0,31,110,0,8,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,3,FALSE,"GER HERMANN GOERING PZ DIV(2/3)(+)","Germany"
456,"GER 4TH PARA DIV","COL TRETTNER",10855,"GER 4TH PARA DIV",10855,,850,,0,0,0,0,125,0,0,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 4TH PARA DIV","Germany"
457,"GER 12TH PARA RGT","GEN SCHLEMM",3700,"GER 12TH PARA RGT",3700,,560,,0,0,0,0,29,0,0,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,"GER 12TH PARA RGT","Germany"
458,"GER 352ND INF DIV (ELMS) & 3RD PARA DIV (ELMS)","GEN MEINDL",7500,"GER 352ND INF DIV (ELMS) & 3RD PARA DIV (ELMS)",7500,,2350,,0,23,0,23,84,3,,,0,"DO","FF",,,,"0","RR","WD",,0,-7,15,-15,5,FALSE,"GER 352ND INF DIV (ELMS) & 3RD PARA DIV (ELMS)","Germany"
459,"GER 86TH CORPS(+)","GEN EBERBACH",57500,"GER 86TH CORPS(+)",57500,,5000,,0,528,0,528,292,,200,,,"DD",,,,,"0",,,,15,-15,36,0,8,FALSE,"GER 86TH CORPS(+)","Germany"
460,"GER 84TH CORPS(-) & 2ND PARA CORPS(-)","LG CHOLITZ",30700,"GER 84TH CORPS(-) & 2ND PARA CORPS(-)",30700,,5000,,0,62,0,62,318,0,,,,"DD",,,,,"0","WD",,,20,-20,20,-20,3,FALSE,"GER 84TH CORPS(-) & 2ND PARA CORPS(-)","Germany"
461,"US 30TH INF DIV(+)","MG HOBBS",27673,"US 30TH INF DIV(+)",13690,13983,2673,25000,0,340,118,222,192,100,,,,"DO","FF",,,,"0","PP",,,10,-10,5,-5,7,FALSE,"US 30TH INF DIV(+)","USA"
462,"GER 1ST ARMY(-)","GEN CHEVALLERIE",8325,"GER 1ST ARMY(-)",8325,0,579,7746,0,15,0,15,76,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,5,FALSE,"GER 1ST ARMY(-)","Germany"
463,"GER 48TH INF DIV(-)","GEN MACHOLZ",6000,"GER 48TH INF DIV(-)",6000,0,362,5638,0,16,4,12,32,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 48TH INF DIV(-)","Germany"
464,"GER 1ST ARMY(-)","GEN CHEVALLERIE",15000,"GER 1ST ARMY(-)",15000,,906,,0,38,0,38,80,0,3,,0,"DD","FF",,,,"0","RR","WD",,15,-15,15,-15,3,FALSE,"GER 1ST ARMY(-)","Germany"
465,"GER 1ST ARMY(-)","GEN KNOBELSDORF",41500,"GER 1ST ARMY(-)",41500,,1700,,0,160,0,160,248,0,30,,0,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,5,FALSE,"GER 1ST ARMY(-)","Germany"
466,"GER 1ST ARMY(-)","GEN KNOBELSDORF",39580,"GER 1ST ARMY(-)",39580,0,210,39370,0,88,0,88,248,0,,,0,,,,,,"0",,,,15,-15,15,-15,7,FALSE,"GER 1ST ARMY(-)","Germany"
467,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)","MG WOOD",4800,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)",4800,,119,,0,122,35,87,48,130,25,,,"DO","FF",,,,"0","PP",,,10,-10,5,-5,6,FALSE,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)","USA"
468,"GER 81ST CORPS","GEN KOECHLING",19632,"GER 81ST CORPS",10844,16290,3616,23518,0,63,0,63,116,79,49,0,,"DO","FF",,,,"0","PP","RR","WD",15,-15,15,-15,4,FALSE,"GER 81ST CORPS","Germany"
469,"GER 74TH CORPS(-)","GEN STRAUBE",20250,"GER 74TH CORPS(-)",,,3000,17250,0,66,0,66,107,,,,,"DO","DE","FF",,,"0","PP",,,0,-25,15,-15,8,FALSE,"GER 74TH CORPS(-)","Germany"
470,"GER 84TH CORPS(-)(+)","GEN BALCK",23588,"GER 84TH CORPS(-)(+)",23588,,4880,,0,71,,,99,0,14,,0,"DO",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER 84TH CORPS(-)(+)","Germany"
471,"GER 13TH SS PZ CORPS(-)","LG PRIESS",11185,"GER 13TH SS PZ CORPS(-)",11185,,446,,0,20,0,20,152,0,3,,0,"DO","FF",,,,"0",,,,15,-15,15,-15,5,FALSE,"GER 13TH SS PZ CORPS(-)","Germany"
472,"GER 11TH PZ DIV(-)(+)","LG WIETERSHEIM",7555,"GER 11TH PZ DIV(-)(+)",7555,,197,,0,16,0,16,106,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 11TH PZ DIV(-)(+)","Germany"
473,"GER 13TH SS PZ CORPS(-)(+)","LG PRIESS",28382,"GER 13TH SS PZ CORPS(-)(+)",28382,,2665,,0,63,0,63,169,0,63,,0,"DO",,,,,"0","WD",,,15,-15,15,-15,6,FALSE,"GER 13TH SS PZ CORPS(-)(+)","Germany"
474,"GER 11TH PZ DIV (-)(+)","LG WIETERSHEIM",6519,"GER 11TH PZ DIV (-)(+)",6519,,141,,0,16,0,16,81,0,8,,,"DD",,,,,"0","WD",,,15,-15,15,-15,6,FALSE,"GER 11TH PZ DIV (-)(+)","Germany"
475,"GER 13TH SS PZ CORPS(-)(+)","LG SIMON",32396,"GER 13TH SS PZ CORPS(-)(+)",32396,,4942,,0,66,0,66,207,0,54,,0,"DO",,,,,"0","RR","WD",,15,-15,15,-15,5,FALSE,"GER 13TH SS PZ CORPS(-)(+)","Germany"
476,"GER PZ LEHR DIV(-)(+)","LG BAYERLEIN",5366,"GER PZ LEHR DIV(-)(+)",5366,,224,,0,30,0,30,64,0,4,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,FALSE,"GER PZ LEHR DIV(-)(+)","Germany"
477,"GER PZ LEHR DIV(-)","LG BAYERLEIN",6999,"GER PZ LEHR DIV(-)",6999,0,233,6766,0,36,0,36,87,0,,,0,,,,,,"0",,,,15,-15,15,-15,5,FALSE,"GER PZ LEHR DIV(-)","Germany"
478,"GER PZ LEHR DIV(+)","LG BAYERLEIN",6713,"GER PZ LEHR DIV(+)",6713,,616,,0,43,0,43,81,0,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER PZ LEHR DIV(+)","Germany"
479,"GER 13TH SS PZ CORPS (-)(+)","LG SIMON",30712,"GER 13TH SS PZ CORPS (-)(+)",30712,,811,,0,75,0,75,456,0,,,0,"DO","FF",,,,"0","PP","RR","SS",15,-15,15,-15,5,FALSE,"GER 13TH SS PZ CORPS (-)(+)","Germany"
480,"GER 25TH PZ GR DIV(-)(+)","COL BURMEISTER",6044,"GER 25TH PZ GR DIV(-)(+)",6044,,129,,0,23,0,23,156,0,2,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,5,FALSE,"GER 25TH PZ GR DIV(-)(+)","Germany"
481,"GER 13TH SS PZ CORPS(-)(+)","LG SIMON",31501,"GER 13TH SS PZ CORPS(-)(+)",31501,,1774,,0,42,0,42,193,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,"GER 13TH SS PZ CORPS(-)(+)","Germany"
482,"GER 25TH PZ GR DIV(-)(+)","COL BURMEISTER",5044,"GER 25TH PZ GR DIV(-)(+)",5044,0,121,4923,0,18,0,18,99,0,3,,0,"DD",,,,,"0","SS",,,15,-15,15,-15,5,FALSE,"GER 25TH PZ GR DIV(-)(+)","Germany"
483,"US 12TH INF RGT, 4TH INF DIV(+)","MG BARTON",8634,"US 12TH INF RGT, 4TH INF DIV(+)",,,134,8500,0,40,20,20,60,0,3,,0,"DD",,,,,"0","SS",,,5,-5,5,-5,4,FALSE,"US 12TH INF RGT, 4TH INF DIV(+)","USA"
484,"US COMBAT COMMAND 'B', 7TH ARMD DIV(+)","BG HASBROUCK",19996,"US COMBAT COMMAND 'B', 7TH ARMD DIV(+)",,,1731,18265,0,152,40,112,108,0,56,,0,"DD",,,,,"0","WL",,,10,-10,10,-10,5,FALSE,"US COMBAT COMMAND 'B', 7TH ARMD DIV(+)","USA"
