"isqno","nam","co","wof1","wof2","wof3","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
402,"GER HERMANN GOERING PZ DIV(+)","MG SCHMALTZ",14.5,,,13300,,13300,,400,,0,108,0,108,164,31,,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,4,TRUE,,"Germany"
403,"BR 7TH ARMD DIV(-)","MG ERSKINE",1.5,,,14557,,14557,,370,,0,158,3,155,68,0,,,0,"RC",,,,,,"PP",,,10,-10,10,-10,7,TRUE,,"Great Britain"
404,"US 34TH INF DIV(+)","MG RYDER",9,,,18210,,18210,,140,,0,106,17,89,104,8,,0,,"RC",,,,,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
405,"BR 56TH INF DIV(+)","BG LYNE",2,,,16857,,16857,0,420,16437,0,73,1,72,160,14,,,,"RC",,,,,,"RR",,,10,-10,10,-10,2,TRUE,,"Great Britain"
406,"BR 46TH INF DIV(+)","MG HAWKESWORTH",9.600001,,,17765,,17765,,500,,0,51,0,51,199,55,,,,"RC",,,"EE","RF",,"PP",,,10,-10,10,-10,6,TRUE,,"Great Britain"
407,"US 45TH INF DIV(+)","MG MIDDLETON",8,,,21265,,21265,,133,,0,106,17,89,89,0,,0,0,"FF","DE",,,,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
408,"US 3RD INF DIV","MG TRUSCOTT",9,,,18476,,18476,,267,,0,106,17,89,113,33,,0,,"RC",,,"FE",,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
409,"US 34TH INF DIV(+)","MG RYDER",5.2,,,17034,,17034,,65,,0,106,17,89,101,54,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,5,TRUE,,"USA"
410,"BR 7TH ARMD DIV","MG ERSKINE",9,,,14600,,14600,,125,,0,158,3,155,68,0,,,0,"RC",,,,,,"PP",,,10,-10,10,-10,6,TRUE,,"Great Britain"
411,"BR 56TH INF DIV (ELMS)","MG TEMPLER",9,,,16400,,16400,,200,,0,73,1,72,112,48,,,,"FF",,,,,,"PP",,,10,-10,10,-10,6,TRUE,,"Great Britain"
412,"BR 46TH INF DIV(+)","MG HAWKESWORTH",9,,,17500,,17500,,220,,0,51,0,51,168,26,,,,"RC",,,,,,"PP",,,10,-10,10,-10,6,TRUE,,"Great Britain"
413,"BR 7TH ARMD DIV","MG ERSKINE",6.4,,,14000,,14000,,75,,0,158,3,155,68,0,,,0,"FF",,,,,,"PP","SS",,10,-10,10,-10,3,TRUE,,"Great Britain"
414,"US 34TH INF DIV(+)","MG RYDER",4.8,,,16870,,16870,,416,,0,106,17,89,92,83,,,,"FF",,,,,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
415,"BR 56TH INF DIV","MG TEMPLER",5,,,19513,,19513,,240,,0,45,1,44,160,90,,,,"FF",,,,,,"PP","RR",,10,-10,10,-10,3,TRUE,,"Great Britain"
416,"US 3RD INF DIV","MG TRUSCOTT",6,,,16600,,16600,,361,,0,106,17,89,110,238,,1,,"FF",,,"EE","LF",,"PP","RR","SS",5,-5,5,-5,5,TRUE,,"USA"
417,"US 45TH INF DIV","MG MIDDLETON",8,,,17404,,17404,,155,,0,106,17,89,110,18,2,0,,"FF",,,"FF",,,"RR",,,5,-5,5,-5,3,TRUE,,"USA"
418,"GER 15TH PZ GR DIV(1/2)","MG RODT",0.5,,,7942,,7942,,34,,0,40,0,40,41,19,,,,"FF",,,,,,"RR","PP",,15,-15,15,-15,7,TRUE,,"Germany"
419,"US 3RD INF DIV(-)","MG TRUSCOTT",4.5,,,16350,,16350,,165,,0,106,17,89,106,132,,0,,"FF","EE","LF","FF",,,"RR","PP","SS",5,-5,5,-5,5,TRUE,,"USA"
420,"BR 46TH INF DIV(+)","MG HAWKESWORTH",2,,,17765,,17765,,250,,0,51,0,51,130,26,,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,4,TRUE,,"Great Britain"
421,"BR 56TH INF DIV","MG TEMPLER",2,,,20744,,20744,,550,,0,0,0,0,140,156,,,,"FF",,,"FF",,,"PP",,,10,-10,10,-10,7,TRUE,,"Great Britain"
422,"US 36TH INF DIV(-)","MG WALKER",1,,,5551,,5551,,80,,0,0,0,0,152,221,0,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
423,"BR 1ST INF DIV","MG PENNEY",7,,,19350,,19350,,1158,,0,71,0,71,242,0,7,,0,"FF",,,,,,"PP",,,10,-10,10,-10,6,TRUE,,"Great Britain"
424,"GER 3RD PZ GR DIV","LG GRAESER",7,,,15317,,15317,0,366,14951,0,92,0,92,130,50,,,,"FF",,,"DE",,,"RR","WD",,15,-15,15,-15,2,TRUE,,"Germany"
425,"BR 1ST INF DIV","MG PENNEY",11,,,17766,,17766,,742,,0,71,0,71,242,16,,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,6,TRUE,,"Great Britain"
426,"GER 3RD PZ GR DIV(+)","LG GRAESER",11,5.2,,26029,,26029,,1318,,0,107,0,107,222,53,,,,"DE",,,"FF",,,"PP",,,15,-15,15,-15,6,TRUE,,"Germany"
427,"GER 3RD PZ GR DIV(+)","LG GRAESER",8,,,26490,,26490,,341,,0,107,0,107,221,18,,,,"FF",,,,,,"PP","RR","SS",15,-15,15,-15,4,TRUE,,"Germany"
428,"GER 65TH INF DIV(2/3)(+)","LG PFEIFFER",3.2,,,7418,,7418,,167,,0,27,0,27,58,9,,,,"RC",,,,,,"PP","SS",,15,-15,15,-15,5,TRUE,,"Germany"
429,"GER 3RD PZ GR DIV(+)","LG GRAESER",2,,,27518,,27518,0,270,27248,0,113,0,113,223,0,,,0,"FF",,,"DE","LR","RR","PP",,,15,-15,15,-15,7,TRUE,,"Germany"
430,"US 45TH INF DIV(+)","MG EAGLES",2,,,13400,,13400,,101,,0,70,0,70,155,7,,0,,"FF",,,,,,"RR",,,5,-5,5,-5,3,TRUE,,"USA"
431,"GER 74TH PZ CORPS(-)(+)","GEN MACKENSEN",9.600001,,,41974,,41974,,2238,,0,201,0,201,317,335,56,,,"FF",,,,,,"PP","RR","WD",15,-15,15,-15,4,TRUE,,"Germany"
432,"GER 65TH INF DIV(2/3)(+)","GEN PFEIFFER",4,,,21478,,21478,,1451,,0,24,0,24,167,45,,,,"RC",,,,,,"PP","RR","WD",15,-15,15,-15,7,TRUE,,"Germany"
433,"GER 114TH LT INF DIV(+)","LG BOURQUIN",8,,,15637,,15637,,265,,0,45,0,45,164,170,,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,3,TRUE,,"Germany"
434,"US 88TH INF DIV(+)","MG SLOAN",7.5,,,18702,,18702,,531,,0,249,51,198,160,109,9,0,,"FF",,,"FF",,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
435,"US 85TH INF DIV(+)","MG COULTER",5.5,,,17970,,17970,,1974,,0,107,17,90,160,54,,0,,"FF",,,"FF",,,"RR","PP",,5,-5,5,-5,6,TRUE,,"USA"
436,"US 85TH INF DIV(+)","MG COULTER",5,,,16458,,16458,,537,,0,124,34,90,154,40,,0,,"FF",,,"FF",,,"PP",,,5,-5,5,-5,8,TRUE,,"USA"
437,"US 88TH INF DIV(+)","MG SLOAN",5.5,,,18308,,18308,,343,,0,249,51,198,166,31,,0,,"FF",,,"FF",,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
438,"US 85TH INF DIV(+)","MG COULTER",4,,,23190,,23190,,405,,0,225,68,157,159,0,,0,0,"FF",,,,,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
439,"US 88TH INF DIV(-)(+)","MG SLOAN",9,,,13095,,13095,,203,,0,130,34,96,132,6,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
440,"US 88TH INF DIV(+)","MG SLOAN",6,,,17912,,17912,,257,,0,104,28,76,126,8,,0,,"FF","EE","RF",,,,"PP",,,5,-5,5,-5,8,TRUE,,"USA"
441,"US 85TH INF DIV(-)(+)","MG COULTER",15,,,18030,,18030,,287,,0,131,34,97,148,6,,0,,"FF","EE","LF","FF",,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
442,"BR 5TH INF DIV(+)","MG GREGSON-ELLIS",8.5,,,17345,,17345,,234,,0,35,0,35,100,16,,,,"RC",,,,,,"PP","RR","WD",10,-10,10,-10,5,TRUE,,"Great Britain"
443,"BR 1ST INF DIV(+)","MG PENNEY",6,,,17313,,17313,,194,,0,36,0,36,100,35,,,,"FF",,,,,,"RR","WD",,10,-10,10,-10,5,TRUE,,"Great Britain"
444,"US 1ST INF DIV(+)","MG HARMON",5.6,,,22374,,22374,,710,,0,424,152,272,152,247,93,0,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
445,"US 3RD INF DIV(+)","MG O'DANIEL",7.8,,,19971,,19971,,1524,,0,106,17,89,201,150,15,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
446,"US 85TH INF DIV(+)","MG COULTER",14,,,17925,,17925,,162,,0,110,17,93,138,8,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
447,"US 1ST ARMD DIV","MG HARMON",14,,,20683,,20683,0,767,19916,0,462,158,304,92,8,18,,,"FF",,,"FF",,,"PP","RR","SS",5,-5,5,-5,4,TRUE,,"USA"
448,"US 45TH INF DIV(+)","MG EAGLES",6.5,,,19047,,19047,,517,,0,102,13,89,97,0,,1,0,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,5,TRUE,,"USA"
449,"US 34TH INF DIV(+)","MG RYDER",5,,,18000,,18000,,263,,0,102,13,89,93,0,,,0,"FF",,,,,,"PP","RR",,5,-5,5,-5,3,TRUE,,"USA"
450,"BR 5TH INF DIV","MG GREGSON-ELLIS",9,,,15557,,15557,,245,,0,35,0,35,104,0,,,0,"RC","FF",,,,,"PP",,,10,-10,10,-10,6,TRUE,,"Great Britain"
451,"US 1ST ARMD DIV & 45TH INF DIV(+)","MG HARMON",11,,,29711,,29711,,1304,,0,281,77,204,146,35,80,1,,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,4,TRUE,,"USA"
452,"US 34TH INF DIV(-)","MG RYDER",3,,,17300,,17300,,825,,0,0,0,0,94,371,,,,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,3,TRUE,,"USA"
453,"US 85TH INF DIV(+)","MG COULTER",5,,,22641,,22641,,329,,0,106,17,89,115,66,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
454,"US 45TH INF DIV(+)","MG EAGLES",4,,,23604,,23604,,316,,0,156,17,139,121,38,8,0,,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,5,TRUE,,"USA"
455,"US 3RD INF DIV(+)","MG O'DANIEL",5.5,,,26607,,26607,,710,,0,126,7,119,146,121,7,,,"FF",,,,,,"PP",,,5,-5,5,-5,8,TRUE,,"USA"
456,"BR 1ST INF DIV & 5TH INF DIV(+)","MG PENNEY",7,,,38011,,38011,,572,,0,71,0,71,200,3,,,,"FF",,,,,,"PP",,,10,-10,10,-10,5,TRUE,,"Great Britain"
457,"US 85TH INF DIV(+)","MG COULTER",4,,,15721,,15721,0,560,15161,0,70,17,53,145,100,,,,"FF",,,"FF",,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
458,"US 29TH INF DIV(+)","MG GERHARDT",12,,,18228,,18228,,2777,,0,107,17,90,120,33,,,0,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
459,"BR 2ND ARMY","LG DEMPSEY",21,,,76213,,76213,,4011,,0,1369,205,1164,720,4000,493,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,5,TRUE,,"Great Britain"
460,"US 7TH CORPS","MG COLLINS",11,,,126000,,126000,,1510,,0,650,176,474,792,800,,,,"FF",,,,,,"BB",,,10,-10,10,-10,7,TRUE,,"USA"
461,"GER 47TH PZ CORPS","GEN FUNCK",9,,,25497,,25497,,4800,,0,120,0,120,218,,100,,,"FF",,,,,,"PP","RR","WD",25,-25,25,-25,3,TRUE,,"Germany"
462,"US 7TH ARMD DIV","MG SILVESTER",5,,,15646,,15646,0,113,15533,0,317,78,239,146,0,,,0,"DE",,,,,,"PP","SS",,5,-5,5,-5,5,TRUE,,"USA"
463,"US 7TH ARMD DIV","MG SILVESTER",5,,,17232,,17232,0,99,17133,0,318,79,239,146,46,21,,,"RC",,,"RC",,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
464,"US 20TH CORPS","MG WALKER",45,,,40619,,40619,,234,,0,472,137,335,296,73,21,,,"RC",,,"RC",,,"PP",,,5,-5,5,-5,8,TRUE,,"USA"
465,"US 20TH CORPS","MG WALKER",25,,,59631,,59631,,1647,,0,585,154,431,520,338,19,,,"RC",,,,,,"RR","RR","SS",5,-5,5,-5,5,TRUE,,"USA"
466,"US 20TH CORPS","MG WALKER",25,,,60794,,60794,0,359,60435,0,472,137,335,296,30,,,,,,,,,,,,,5,-5,5,-5,3,TRUE,,"USA"
467,"GER 111TH & 113TH PZ BDES(+)","GEN KRUEGER",10.4,,,7500,,,,779,,0,126,0,126,12,0,87,,0,"FF",,,,,,"RR",,,25,-25,10,-10,3,TRUE,,"Germany"
468,"US 19TH CORPS","MG CORLETT",12.5,,,32283,,25345,12006,1477,35874,0,312,,,234,,79,0,,"RC","FF",,,,,"PP",,,5,-5,5,-5,5,TRUE,,"USA"
469,"US 28TH INF DIV(+)","MG COTA",9.5,,,20493,,,3903,3683,,0,91,17,74,162,,47,,,"RC","FF",,,,,"PP","RR",,10,-10,5,-5,3,TRUE,,"USA"
470,"US 12TH CORPS","MG EDDY",48,,,99583,,99583,,4265,,0,764,199,565,543,52,89,,,"RC","FF",,,,,"PP","RR",,5,-5,5,-5,7,TRUE,,"USA"
471,"US 4TH ARMD DIV(+)","MG WOOD",16.6,,,43587,,43587,,720,,0,326,78,248,239,13,8,,,"FF",,,,,,"PP","SS",,5,-5,5,-5,6,TRUE,,"USA"
472,"US COMBAT COMMAND 'B', 4TH ARMD DIV(+)","BG DAGER",7.7,10.3,,25881,,25881,,1006,,0,202,49,153,142,0,,,0,"FF",,,,,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
473,"US 12TH CORPS","MG EDDY",49,,,92393,,92393,,3223,,0,524,161,363,515,0,38,,0,"FF",,,,,,"PP",,,5,-5,5,-5,8,TRUE,,"USA"
474,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)","LCOL ABRAMS",11.3,,,10348,,10348,,185,,0,115,29,86,158,0,,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
475,"US 12TH CORPS","MG EDDY",64,,,88941,,88941,,3279,,0,642,160,482,519,20,67,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
476,"US COMBAT COMMAND 'B', 4TH ARMD DIV(-)","BG DAGER",3.5,,,7935,,7935,,58,,0,106,30,76,51,0,4,,0,"RC","FF",,,,,"PP",,,5,-5,5,-5,6,TRUE,,"USA"
477,"US 4TH ARMD DIV","MG WOOD",11.3,,,15871,,15871,0,56,15815,0,211,59,152,194,0,4,,0,"FF",,,,,,"PP","SS",,5,-5,5,-5,6,TRUE,,"USA"
478,"US 4TH ARMD DIV(+)","MG WOOD",11.3,9.7,,16232,,16232,,110,,0,211,59,152,104,0,10,,0,"FF",,,,,,"RR","PP",,5,-5,5,-5,6,TRUE,,"USA"
479,"US 12TH CORPS","MG EDDY",51.2,,,90078,,90078,,482,,0,624,176,448,543,0,20,,0,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,5,TRUE,,"USA"
480,"US 4TH ARMD DIV(+)","MG WOOD",4.5,,,19773,,19773,,234,,0,237,65,172,156,0,3,,0,"FF","EE","LF",,,,"PP",,,5,-5,5,-5,7,TRUE,,"USA"
481,"US 12TH CORPS","MG EDDY",32,,,89977,,89977,,835,,0,624,176,448,565,19,42,,,"FF",,,,,,"PP",,,5,-5,5,-5,8,TRUE,,"USA"
482,"US 4TH ARMD DIV(-)(+)","MG GAFFEY",3.6,,,15224,,15224,0,155,15069,0,211,59,152,104,0,13,,0,"FF",,,"FF",,,"PP","RR","SS",5,-5,5,-5,5,TRUE,,"USA"
483,"GER 212TH VOLKSGRENADIER DIV","MG SENSFUSS",14.5,,,10000,,,,268,9732,0,4,0,4,68,0,2,,0,"RC","FF","EE",,,,"PP","SS",,15,-15,15,-15,5,TRUE,,"Germany"
484,"GER 66TH CORPS(-)","GEN LUCHT",12,,,87000,,,,4306,82694,0,251,0,251,94,0,66,,0,"FF",,,,,,"RR","PP",,25,-25,25,-25,5,TRUE,,"Germany"
485,"GER 67TH PZ CORPS (ELMS)","GEN VON LUETTWITZ",12,,,36678,,,,3000,33678,0,359,0,359,313,0,50,,0,"FF","EE","LF",,,,"PP",,,25,-25,25,-25,5,TRUE,,"Germany"
486,"GER 19TH PZ CORPS","GEN GUDERIAN",9,,,48000,,48000,,800,,0,600,450,150,202,2000,,,,"RC",,,"RC",,,"BB",,,25,-25,25,-25,8,TRUE,,"Germany"
487,"JAP 5TH INF DIV(-)","LG MATSUI",8,,,7000,,7000,0,600,6400,0,40,20,20,52,100,,,,"FF",,,,,,"RR","BB",,10,-25,25,-25,8,TRUE,,"Japan"
488,"GER 1ST PZ GROUP","GEN VON KLEIST",65,,,132000,,132000,,3960,,0,765,215,550,366,1200,60,,,"FF","RC",,"EE","RF",,"BB","PS",,15,-15,20,-20,8,TRUE,,"Germany"
489,"GER AG CENTER","FM VON BOCK",700,,,1100000,,1100000,,253000,,0,1800,,,5746,,990,,600,"FF","EE","DE","FF","EE",,"PP","SS",,15,-15,20,-20,5,TRUE,,"Germany"
490,"SOV KALININ AG(+)","MARSHAL STALIN",1060,,,1060300,,1060300,,139000,,0,667,,,3440,,290,450,,"FF","DE",,,,,"BB",,,20,-20,25,-25,7,TRUE,,"USSR"
491,"SOV 20TH COMBINED ARMS ARMY","GEN REYTER",36,,,54180,,54180,37300,21327,70153,0,539,,,876,,260,98,,"FF","EE","RC","FE","LF",,"PP",,,20,-20,20,-20,6,TRUE,,"USSR"
492,"SOV 2ND ASSAULT ARMY(+)","GEN ROMANOVSKIY",13,,,120000,,120000,,28000,,0,316,90,226,1173,350,,,,"FF",,,"FE","LF",,"BB",,,20,-20,25,-25,7,TRUE,,"USSR"
493,"GER 48TH PZ CORPS","GEN KNOBELSDORFF",16,,,62000,,62000,,1364,,0,320,,,410,,42,31,,"FF",,,"LF","RF",,"PP",,,15,-15,20,-20,6,TRUE,,"Germany"
494,"GER 4TH PZ ARMY","GEN HOTH",30,,,140000,,140000,0,3180,136820,0,868,,,470,900,134,,,"FF",,,,,,"PP",,,15,-15,20,-20,6,TRUE,,"Germany"
495,"GER 48TH PZ CORPS","GEN KNOBELSDORFF",20,,,60000,,,,3500,56500,0,280,,,375,,110,43,,"FF",,,"EE","LF",,"PP",,,15,-15,20,-20,6,TRUE,,"Germany"
496,"GER 48TH PZ CORPS","GEN KNOBELSDORFF",25,,,56000,,56000,,2900,,0,205,,,323,,85,,,"FF",,,,,,"PP","RR","SS",15,-15,20,-20,4,TRUE,,"Germany"
497,"SOV STEPPE ARMY GROUP","GEN KONEV",25,,,78000,,78000,,5700,,0,650,,,1380,,380,47,,"FF",,,,,,"PP","SS",,20,-20,25,-25,5,TRUE,,"USSR"
498,"SOV VORONEZH AG(+)","GEN VATUTIN",250,,,980600,,980600,,117700,,0,2293,,,6220,,1340,,,"FF","DE",,"EE","LF",,"BB",,,20,-20,25,-25,8,TRUE,,"USSR"
499,"SOV 53RD ARMY","GEN MANAGOROV",16,,,70000,,70000,,11676,,0,291,,,2088,,,,,"FF",,,"EE","LF",,"BB",,,20,-20,25,-25,7,TRUE,,"USSR"
500,"SOV 4TH UKRANIAN AG","GEN TOLBUKHIN",111,,,524724,,524724,,79000,,0,778,,,3450,,460,,,"FF","RC","EE","EE","RF",,"BB",,,20,-20,25,-25,8,TRUE,,"USSR"
501,"SOV FIRST UKRAINIAN AG(+)","GEN VATUTIN",180,,,254950,,254950,,63500,,0,451,,,2650,15290,360,,,"DE",,,,,,"BB",,,20,-20,25,-25,7,TRUE,,"USSR"
502,"SOV 109TH RIFLE DIV(+)",,12,,,25100,,25100,0,610,24490,0,6,0,6,201,,3,,,"FF","RC",,"EE","LF",,"BB",,,20,-20,20,-20,6,TRUE,,"USSR"
503,"SOV 4TH UKRANIAN AG","GEN TOLBUKHIN",25,,,397607,,397607,,35500,,0,490,,,3890,,31,,,"FF","DE",,"EE","LF",,"BB",,,20,-20,25,-25,8,TRUE,,"USSR"
504,"SOV 3RD GDS MECH CORPS","LG OBUKHOV",10,,,16100,,16100,,670,,0,196,,,215,,35,14,,"FF","DE",,,,,"BB",,,20,-20,25,-25,7,TRUE,,"USSR"
505,"SOV 1ST UKRAINIAN AG","MARSHAL KONEV",440,,,1200000,,1200000,,37400,,0,1979,,,11265,30366,1285,,,"FF","EE","RF","EE","LF",,"BB",,,20,-20,20,-20,8,TRUE,,"USSR"
506,"SOV 15TH RIFLE CORPS","MG TERTISHNIY",5.5,,,39000,,39000,0,980,38020,0,34,,,730,139,14,11,,"FF",,,,,,"PP",,,20,-20,20,-20,7,TRUE,,"USSR"
507,"SOV 15TH RIFLE CORPS","MG TERTISHNIY",7,,,38500,,38500,0,1750,36750,0,55,,,718,3288,34,9,,"FF",,,,,,"PP",,,20,-20,20,-20,7,TRUE,,"USSR"
508,"SOV 91ST RIFLE CORPS","MG VOLKOV",10,,,12700,,12700,,1150,,0,0,0,0,205,,0,6,,"RC","FF",,,,,"PP",,,20,-20,25,-25,6,TRUE,,"USSR"
509,"SOV 91ST RIFLE CORPS","MG VOLKOV",12,,,17550,,17550,,3040,,0,34,,,308,,27,9,,"FF",,,,,,"RR",,,20,-20,25,-25,5,TRUE,,"USSR"
510,"SOV 2ND AG(+)","GEN MALINOVSKY",590,,,1250000,,1250000,,135000,,0,1428,,,10469,,335,,,"DE",,,"FF",,,"BB",,,20,-20,25,-25,9,TRUE,,"USSR"
511,"SOV 1ST BYELORUSSIAN AG(+)","MARSHAL ZHUKOV",480,,,2200000,,2200000,,46900,,0,4230,,,17990,,1396,,,"FF","DE",,"EE","RF",,"BB",,,20,-20,25,-25,9,TRUE,,"USSR"
512,"SOV 2ND BYELORUSSIAN AG(+)","MARSHAL ROKOSSOVSKIY",500,,,1220000,,1220000,,112000,,0,2035,,,15540,,1060,,,"FF","DE",,"EE","RF",,"BB",,,20,-20,25,-25,7,TRUE,,"USSR"
513,"SOV 90TH RIFLE DIV","GEN LYASHCHENKO",2,,,10800,,10800,,685,,0,73,,,420,,31,6,,"FF",,,,,,"PP","SS",,20,-20,25,-25,6,TRUE,,"USSR"
514,"SOV 90TH RIFLE DIV","GEN LYASHCHENKO",2.5,,,12115,,12115,,850,,0,190,,,414,,39,5,,"FF",,,,,,"PP",,,20,-20,25,-25,6,TRUE,,"USSR"
515,"SOV 57TH GDS RIFLE DIV(+)","MG ZALIZYUK",2,,,13600,,13293,1110,474,13929,0,78,,,233,160,54,,,"FF",,,,,,"BB",,,20,-20,20,-20,6,TRUE,,"USSR"
516,"SOV 5TH COMBINED ARMS ARMY","COL GEN KRYLOV",12,,,147000,,147000,,10000,,0,770,,,1786,800,,,,"RC",,,"EE","LF",,"BB",,,20,-20,25,-25,9,TRUE,,"USSR"
517,"US 2ND MAR DIV(-)","MG SMITH",1.2,,,9000,,5000,4000,3302,5698,0,46,0,46,278,,6,0,,"FF",,,,,,"BB",,,5,-5,1,-1,7,TRUE,,"USA"
518,"US 5TH AMPH CORPS","MG SCHMIDT",4.7,,,33915,,33915,,6845,,0,144,0,144,474,300,11,0,26,"FF",,,,,,"PP",,,10,-10,10,-10,7,TRUE,,"USA"
519,"US 28TH MAR RGT","COL LIVERSEDGE",0.8,,,3200,,3200,,510,,0,23,0,23,330,40,0,0,0,"FF",,,,,,"BB",,,10,-10,10,-10,7,TRUE,,"USA"
520,"US 3RD MAR DIV(+)","GEN SMITH",1.8,,,32000,,32000,,3885,,0,144,0,144,804,175,0,0,0,"FF",,,,,,"BB",,,10,-10,10,-10,8,TRUE,,"USA"
521,"US 7TH INF DIV(+)","MG ARNOLD",1.6,,,22888,,22888,,158,,0,134,73,61,95,395,0,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,TRUE,,"USA"
522,"US 7TH INF DIV(+)","MG ARNOLD",2.2,,,18398,,18398,,286,,0,134,73,61,173,158,5,,,"FF","EE","LF",,,,"RR","PP",,0,-5,5,-5,7,TRUE,,"USA"
523,"US 7TH INF DIV(+)","MG ARNOLD",2.6,,,18111,,18111,,466,,0,151,73,78,221,123,5,,,"FF","EE","RF",,,,"PP","SS",,0,-5,5,-5,7,TRUE,,"USA"
524,"US 7TH INF DIV(+)","MG ARNOLD",3.4,,,16291,,16291,,740,,0,125,56,69,221,526,18,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,TRUE,,"USA"
525,"US 7TH INF DIV(+)","MG ARNOLD",3,,,14594,,14594,,269,,0,126,56,70,203,125,3,,,"DE",,,,,,"RR","SS",,0,-5,5,-5,3,TRUE,,"USA"
526,"US 7TH INF DIV(+)","MG ARNOLD",3,,,15986,,15986,,182,,0,123,56,67,226,129,11,,,"EE","LF",,"EE","RF",,"RR","SS",,0,-5,5,-5,4,TRUE,,"USA"
527,"US 7TH INF DIV(+)","MG ARNOLD",3,,,15764,,15764,,398,,0,126,70,56,329,269,4,,,"DE",,,,,,"RR","SS",,0,-5,5,-5,3,TRUE,,"USA"
528,"JAP 24TH DIV(-)","LG AMAMIYA",1.8,,,6850,,6850,,3704,,0,0,0,0,60,,0,25,,"FF","EE","LF",,,,"RR",,,20,-20,20,-20,3,TRUE,,"Japan"
529,"US 7TH INF DIV(+)","MG ARNOLD",2.2,,,15109,,15109,,114,,0,140,73,67,209,173,0,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,TRUE,,"USA"
530,"US 7TH INF DIV(+)","MG ARNOLD",3.6,,,16043,,16043,,170,,0,0,0,0,50,21,0,,,"EE","RF",,,,,"PP",,,0,-5,5,-5,7,TRUE,,"USA"
531,"JAP 24TH DIV(-)","LG AMAMIYA",3.6,,,4000,,4000,0,1269,2731,0,0,0,0,8,0,0,,0,"FF","EE","RF","FF",,,"RR",,,20,-20,20,-20,6,TRUE,,"Japan"
532,"US 7TH INF DIV(+)","MG ARNOLD",4,,,15840,,15840,,124,,0,0,0,0,171,0,0,,0,"FF",,,"FF",,,"RR","WD",,0,-5,5,-5,6,TRUE,,"USA"
533,"US 7TH INF DIV(+)","MG ARNOLD",4,,,15205,,15205,,182,,0,79,17,62,150,47,0,,,"FF",,,"FF",,,"PP","SS",,0,-5,5,-5,6,TRUE,,"USA"
534,"US 7TH INF DIV(+)","MG ARNOLD",2.5,,,16091,,16091,,193,,0,122,44,78,129,98,0,,,"FF",,,,,,"PP","SS",,0,-5,5,-5,7,TRUE,,"USA"
535,"US 7TH INF DIV(+)","MG ARNOLD",2,,,16002,,16002,,248,,0,122,44,78,180,53,0,,,"FF",,,,,,"PP","SS",,0,-5,5,-5,8,TRUE,,"USA"
536,"US 7TH INF DIV(+)","MG ARNOLD",1.5,,,5237,,5237,,48,,0,40,14,26,53,0,0,,,"FF",,,,,,"PP","SS",,0,-5,5,-5,8,TRUE,,"USA"
537,"US 7TH INF DIV(+)","MG ARNOLD",3,,,15808,,15808,,317,,0,109,39,70,141,27,0,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,TRUE,,"USA"
