dbpedia,isqno,origwar,war,theater,name,NAMA,belligerenta,sidea,COA,uri_coa,NAMD,belligerentd,COD,uri_cod
Battle_of_San_Juan_Hill,241,SPANISH-AMERICAN WAR,Spanish-American War of 1898,,SAN JUAN HILL AND EL CANEY,US V CORPS,USA,A,SHAFTER,http://en.wikipedia.org/wiki/William_Rufus_Shafter,SP ARMY,Spain,LINARES,http://en.wikipedia.org/wiki/Arsenio_Linares
Battle_of_Yalu_River_(1904),242,RUSSO-JAPANESE WAR,Russo-Japanese War of 1904-1905,,THE YALU,JAP 1ST ARMY,Japan,A,TAMEMOTO KUROKI,http://en.wikipedia.org/wiki/Kuroki_Tamemoto,RUSS ARMY,Russia,ZASULICH,http://en.wikipedia.org/wiki/Mikhail_Zasulich
Battle_of_Te-li-Ssu,243,RUSSO-JAPANESE WAR,Russo-Japanese War of 1904-1905,,TELISSU,JAP 2ND ARMY,Japan,A,OKU,http://en.wikipedia.org/wiki/Yasukata_Oku,RUSS ARMY,Russia,STAKELBERG,http://en.wikipedia.org/wiki/Georgii_Stackelberg
Battle_of_Liaoyang,244,RUSSO-JAPANESE WAR,Russo-Japanese War of 1904-1905,,LIAOYANG,JAP ARMY GROUP,Japan,A,OYAMA,http://en.wikipedia.org/wiki/%C5%8Cyama_Iwao,RUSS ARMY GROUP,Russia,KUROPATKIN,http://en.wikipedia.org/wiki/Aleksey_Kuropatkin
Battle_of_Shaho,245,RUSSO-JAPANESE WAR,Russo-Japanese War of 1904-1905,,THE SHA-HO,RUSS ARMY GROUP,Russia,B,KUROPATKIN,http://en.wikipedia.org/wiki/Aleksey_Kuropatkin,JAP ARMY GROUP,Japan,OYAMA,http://en.wikipedia.org/wiki/%C5%8Cyama_Iwao
Battle_of_Sandepu,246,RUSSO-JAPANESE WAR,Russo-Japanese War of 1904-1905,,SANDEPU,RUSS ARMY,Russia,B,GRIPPENBERG,http://en.wikipedia.org/wiki/Oskar-Ferdinand_Kazimirovich_Grippenberg,JAP ARMY GROUP,Japan,OYAMA,http://en.wikipedia.org/wiki/%C5%8Cyama_Iwao
Battle_of_Mukden,247,RUSSO-JAPANESE WAR,Russo-Japanese War of 1904-1905,,MUKDEN,JAP ARMY GROUP,Japan,A,OYAMA,http://en.wikipedia.org/wiki/%C5%8Cyama_Iwao,RUSS ARMY GROUP,Russia,KUROPATKIN,http://en.wikipedia.org/wiki/Aleksey_Kuropatkin
Battle_of_Kumanovo,248,THE BALKAN WARS,First Balkan War of 1912-1913,,KUMANOVO,SERB 1ST ARMY,Serbia,A,GEN PUTNIK,http://en.wikipedia.org/wiki/Radomir_Putnik,TK ARMY OF MACEDONIA,Ottoman Empire,ZEHKI PASHA,http://en.wikipedia.org/wiki/Zekki_Pasha
Battle_of_Lule_Burgas,249,THE BALKAN WARS,First Balkan War of 1912-1913,,LULE BURGAS,BUL ARMY GROUP,Bulgaria,A,GEN DIMITRIEV,http://en.wikipedia.org/wiki/Radko_Dimitriev,TK ARMY OF THE EAST,Ottoman Empire,ABDALLA PASHA,http://en.wikipedia.org/wiki/Abdullah_Pasha
Battle_of_Prilep,250,THE BALKAN WARS,First Balkan War of 1912-1913,,PRELIP,SERB 1ST ARMY,Serbia,A,GEN PUTNIK,http://en.wikipedia.org/wiki/Radomir_Putnik,TK ARMY OF MACEDONIA,Ottoman Empire,?,
Battle_of_Monastir,251,THE BALKAN WARS,First Balkan War of 1912-1913,,MONASTIR,SERB ARMY GROUP,Serbia,A,GEN PUTNIK,http://en.wikipedia.org/wiki/Radomir_Putnik,TK ARMY OF MACEDONIA,Ottoman Empire,KARA SAID PASHA,
Battle_of_Adrianople_(1913),252,THE BALKAN WARS,First Balkan War of 1912-1913,,ADRIANOPLE,BUL 2ND ARMY(+),Bulgaria,A,GEN IVANHOFF,http://en.wikipedia.org/wiki/Nikola_Ivanov,TK ADRIANOPLE GARRISON,Ottoman Empire,SHUKRI PASHA,
Battle_of_Warsaw_(1920),253,RUSSO-POLISH WAR (1920),Lithuanian-Polish War of 1920,,WARSAW,POL ARMY GROUP,Poland,A,PILSUDSKI,http://en.wikipedia.org/wiki/J%C3%B3zef_Pi%C5%82sudski,SOV ARMY GROUP,USSR,TUKHACHEVSKI,http://en.wikipedia.org/wiki/Mikhail_Tukhachevsky
Battle_of_the_Niemen_River,254,RUSSO-POLISH WAR (1920),Lithuanian-Polish War of 1920,,THE NIEMAN,POL ARMY GROUP,Poland,A,PILSUDSKI,http://en.wikipedia.org/wiki/J%C3%B3zef_Pi%C5%82sudski,SOV ARMY GROUP,USSR,TUKHACHEVSKI,http://en.wikipedia.org/wiki/Mikhail_Tukhachevsky
Battle_of_Guadalajara,255,THE SPANISH CIVIL WAR,Spanish Civil War of 1936-1939,,GUADALAJARA-BRIHUEGA,IT VOL CORPS,Italy,A,GEN ROATTA,http://en.wikipedia.org/wiki/Mario_Roatta,SP REPUBLICAN FORCES,Spanish Republic,GEN MIAJA,http://en.wikipedia.org/wiki/Jos%C3%A9_Miaja
Battle_of_Lake_Khasan,256,THE MANCHURIAN INCIDENT (1938-1939),Changkufeng War of 1938,,CHANGKUFENG-SHACHAOFENG,JAP I/75TH INF REGT(+),Japan,A,COL SATO,http://en.wikipedia.org/wiki/Kotoku_Sato,SOV 59TH BORDER GUARD UNIT(-),USSR,COL GREBENNIK,?
Battle_of_Lake_Khasan,257,THE MANCHURIAN INCIDENT (1938-1939),Changkufeng War of 1938,,HILL 52-SHACHAOFENG,SOV 40TH RIFLE DIV(-)(+),USSR,B,MARSHAL BLUCHER,http://en.wikipedia.org/wiki/Vasily_Bl%C3%BCcher,JAP 19TH INF DIV(-),Japan,LG SUETAKA,?
Battle_of_Lake_Khasan,258,THE MANCHURIAN INCIDENT (1938-1939),Changkufeng War of 1938,,CHANGKUFENG-HILL 52,SOV SPECIAL FAR EASTERN ARMY(-),USSR,A,MARSHAL BLUCHER,http://en.wikipedia.org/wiki/Vasily_Bl%C3%BCcher,JAP 19TH INF DIV(+),Japan,LG SUETAKA,?
Battles_of_Khalkhin_Gol,259,THE MANCHURIAN INCIDENT (1938-1939),Nomonhan War of 1939,,NOMONHAN-OPENING ENGAGEMENT,JAP 64TH INF REGT(-)(+),Japan,A,COL YAMAGATA,?,SOV 11TH TK BDE(-)(+),USSR,MAJ BYKOV,?
Battles_of_Khalkhin_Gol,260,THE MANCHURIAN INCIDENT (1938-1939),Nomonhan War of 1939,,NOMONHAN-SOVIET COUNTEROFFENSIVE,SOV 1ST ARMY GROUP,USSR,B,GEN ZHUKOV,http://en.wikipedia.org/wiki/Georgy_Zhukov,JAP 6TH ARMY(-),Japan,LG OGISU,
Battle_of_Suomussalmi,261,RUSSO-FINISH WAR (1939-1940),Russo-Finnish War of 1939-1940,,SUOMUSSALMI,FIN 9TH INF DIV,Finland,B,COL SIILASVUO,http://en.wikipedia.org/wiki/Hjalmar_Siilasvuo,SOV 163RD UKRANIAN DIV & 44TH MOTORIZED DIV,USSR,GEN SELENTSOV,
Invasion_of_Lorraine,262,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,ALSACE-LORRAINE I,"FR 1ST & 2ND ARMIES, ARMY OF ALSACE",France,B,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre,GER 6TH &7TH ARMIES,Germany,GEN MOLTKE,http://en.wikipedia.org/wiki/Helmuth_Karl_Bernhard_von_Moltke
Invasion_of_Lorraine,263,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,ALSACE-LORRAINE II,GER 6TH & 7TH ARMIES,Germany,A,GEN MOLTKE,http://en.wikipedia.org/wiki/Helmuth_Karl_Bernhard_von_Moltke,FR 1ST & 2ND ARMIES & ARMY OF ALSACE,France,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre
Battle_of_the_Ardennes,264,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,THE ARDENNES,FR 3RD & 4TH ARMIES,France,B,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre,GER 4TH &5TH ARMIES,Germany,GEN MOLTKE,http://en.wikipedia.org/wiki/Helmuth_Karl_Bernhard_von_Moltke
Battle_of_Charleroi,265,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,THE SAMBRE,GER 2ND & 3RD ARMIES,Germany,A,GEN BUELOW,http://en.wikipedia.org/wiki/Karl_von_B%C3%BClow,FR 5TH ARMY,France,GEN LANREZAC,http://en.wikipedia.org/wiki/Charles_Lanrezac
Battle_of_Mons,266,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,MONS,GER 1ST ARMY,Germany,A,GEN KLUCK,http://en.wikipedia.org/wiki/Alexander_von_Kluck,BR EXPED FORCE,Great Britain,FM FRENCH,"http://en.wikipedia.org/wiki/John_French,_1st_Earl_of_Ypres"
Battle_of_Le_Cateau,267,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,LE CATEAU,GER 1ST ARMY,Germany,A,GEN KLUCK,http://en.wikipedia.org/wiki/Alexander_von_Kluck,BR EXPED FORCE,Great Britain,FM FRENCH,"http://en.wikipedia.org/wiki/John_French,_1st_Earl_of_Ypres"
Battle_of_St._Quentin_(1914),268,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,GUISE,GER 2ND ARMY,Germany,A,GEN BUELOW,http://en.wikipedia.org/wiki/Karl_von_B%C3%BClow,FR 5TH ARMY,France,GEN LANREZAC,http://en.wikipedia.org/wiki/Charles_Lanrezac
,269,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,HEIGHTS OF NANCY,GER 6TH & 7TH ARMIES,Germany,A,GEN MOLTKE,http://en.wikipedia.org/wiki/Helmuth_Karl_Bernhard_von_Moltke,FR 1ST & 2ND ARMIES,France,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre
First_Battle_of_the_Marne,270,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,OURCQ I,FR 6TH ARMY,France,B,GEN MOUNOURY,http://en.wikipedia.org/wiki/Michel-Joseph_Maunoury,GER 4TH RESERVE CORPS,Germany,GEN GRONAU,
First_Battle_of_the_Marne,271,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,OURCQ II,FR 6TH ARMY,France,B,GEN MAUNOURY,http://en.wikipedia.org/wiki/Michel-Joseph_Maunoury,GER 1ST ARMY(-)(+),Germany,GEN KLUCK,http://en.wikipedia.org/wiki/Alexander_von_Kluck
First_Battle_of_the_Marne,272,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,PETIT MORIN,FR 5TH ARMY,France,B,GEN FRANCHET D'ESPEREY,http://en.wikipedia.org/wiki/Louis_Franchet_d%27Esperey,GER 2ND ARMY,Germany,GEN BUELOW,http://en.wikipedia.org/wiki/Karl_von_B%C3%BClow
First_Battle_of_the_Marne,273,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,TWO MORINS,BR EXPED FORCE,Great Britain,B,FM FRENCH,"http://en.wikipedia.org/wiki/John_French,_1st_Earl_of_Ypres",GER 1ST ARMY,Germany,GEN KLUCK,http://en.wikipedia.org/wiki/Alexander_von_Kluck
First_Battle_of_the_Marne,274,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,MARSHES OF ST.GOND,GER 2ND(-) & 3RD ARMIES,Germany,A,GEN HAUSEN,,FR 9TH ARMY,France,GEN FOCH,http://en.wikipedia.org/wiki/Ferdinand_Foch
First_Battle_of_the_Marne,275,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,VITRY LE FRANCOIS,GER 3RD(-) & 4TH ARMIES,Germany,A,DK OF WUERTTEMBURG,"http://en.wikipedia.org/wiki/Albrecht,_Duke_of_W%C3%BCrttemberg",FR 4TH ARMY,France,GEN LANGLE DE CARY,http://en.wikipedia.org/wiki/Fernand_de_Langle_de_Cary
First_Battle_of_the_Marne,276,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,GAP OF REVIGNY,GER 5TH ARMY,Germany,A,CR PR WILHELM,,FR 3RD ARMY,France,GEN SARRAIL,
First_Battle_of_the_Aisne,277,WORLD WAR I (WESTERN FRONT 1914),World War I of 1914-1918,Western Front,THE AISNE,"FR 5TH & 6TH ARMIES, BR EXPED FORCE",France,B,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre,"GER 1ST, 7TH & 2ND ARMIES",Germany,GEN FALKENHAYN,http://en.wikipedia.org/wiki/Erich_von_Falkenhayn
Battle_of_Stalluponen,278,WORLD WAR I (EASTERN FRONT 1914),World War I of 1914-1918,Eastern Front,STALLUPONEN,RUS 3RD CORPS,Russia,B,GEN RENNENKAMPF,http://en.wikipedia.org/wiki/Paul_von_Rennenkampf,GER 1ST CORPS,Germany,GEN VON FRANCOIS,http://en.wikipedia.org/wiki/Hermann_von_Fran%C3%A7ois
Battle_of_Gumbinnen,279,WORLD WAR I (EASTERN FRONT 1914),World War I of 1914-1918,Eastern Front,GUMBINNEN,GER 8TH ARMY,Germany,A,GEN VON PRITTWITZ,http://en.wikipedia.org/wiki/Maximilian_von_Prittwitz,RUS 1ST ARMY,Russia,GEN RENNENKAMPF,http://en.wikipedia.org/wiki/Paul_von_Rennenkampf
Battle_of_Tannenberg_(1914),280,WORLD WAR I (EASTERN FRONT 1914),World War I of 1914-1918,Eastern Front,TANNENBERG,GER 8TH ARMY,Germany,A,GEN VON HINDENBURG,http://en.wikipedia.org/wiki/Paul_von_Hindenburg,RUS 2ND ARMY,Russia,GEN SAMSONOV,http://en.wikipedia.org/wiki/Alexander_Samsonov
First_Battle_of_the_Masurian_Lakes,281,WORLD WAR I (EASTERN FRONT 1914),World War I of 1914-1918,Eastern Front,MASURIAN LAKES,GER 8TH ARMY,Germany,A,GEN VON HINDENBURG,http://en.wikipedia.org/wiki/Paul_von_Hindenburg,RUS 1ST ARMY,Russia,GEN RENNENKAMPF,http://en.wikipedia.org/wiki/Paul_von_Rennenkampf
Battle_of_Kraśnik,282,WORLD WAR I (EASTERN FRONT 1914),World War I of 1914-1918,Eastern Front,KRASNIK,AUS 1ST ARMY,Austria,A,GEN DANKL,http://en.wikipedia.org/wiki/Viktor_Dankl_von_Krasnik,RUS 4TH ARMY,Russia,GEN SALZA,http://en.wikipedia.org/wiki/Anton_von_Saltza
Battle_of_Komarów_(1914),283,WORLD WAR I (EASTERN FRONT 1914),World War I of 1914-1918,Eastern Front,KOMAROV,AUS 4TH ARMY(+),Austria,A,GEN AUFFENBERG,http://en.wikipedia.org/wiki/Moritz_von_Auffenberg,RUS 5TH ARMY,Russia,GEN PLEHVE,http://en.wikipedia.org/wiki/Pavel_Plehve
Battle_of_Gnila_Lipa,284,WORLD WAR I (EASTERN FRONT 1914),World War I of 1914-1918,Eastern Front,GNILA LIPA,AUS 3RD ARMY(+),Austria,A,GEN BRUDERMAN,,RUS 3RD & 8TH ARMIES,Russia,GEN IVANOV,http://en.wikipedia.org/wiki/Nikolai_Judovich_Ivanov
Battle_of_Rawa,285,WORLD WAR I (EASTERN FRONT 1914),World War I of 1914-1918,Eastern Front,RAVA RUSSKA,"AUS 2ND, 3RD & 4TH ARMIES",Austria,A,GEN CONRAD,,"RUS 3RD, 5TH & 8TH ARMIES",Russia,GEN IVANOV,http://en.wikipedia.org/wiki/Nikolai_Judovich_Ivanov
Battle_of_Łódź_(1914),286,WORLD WAR I (EASTERN FRONT 1914),World War I of 1914-1918,Eastern Front,LODZ,GER 9TH ARMY,Germany,A,GEN MACKENSEN,,RUS NORTHWEST ARMY GROUP,Russia,GRAND DK NICHOLAS,
Battle_of_Cer,287,WORLD WAR I (SERBIAN FRONT 1914),World War I of 1914-1918,Balkan,THE JADAR,AUS 2ND(-) & 5TH ARMIES,Austria,A,GEN POTIAREK,,"SERB 1ST, 2ND & 3RD ARMIES",Serbia,FM PUTNIK,
Battle_of_Kolubara,288,WORLD WAR I (SERBIAN FRONT 1914),World War I of 1914-1918,Balkan,THE KOLUBRA,"SERB 1ST, 2ND & 3RD ARMIES",Serbia,B,FM PUTNIK,,AUS 5TH & 6TH ARMIES,Austria,GEN POTIOREK,
First_Battle_of_Champagne,289,WORLD WAR I,World War I of 1914-1918,Western Front,EASTERN CHAMPAGNE,FR 4TH ARMY,France,B,GEN LANGLE DE CARY,,GER 3RD ARMY,Germany,GEN HAUSEN,
Battle_of_Neuve_Chapelle,290,WORLD WAR I,World War I of 1914-1918,Western Front,NEUVE CHAPELLE,BR 1ST ARMY,Great Britain,B,GEN HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig",GER 6TH ARMY(-),Germany,CR PR RUPPRECHT,
Second_Battle_of_Ypres,291,WORLD WAR I,World War I of 1914-1918,Western Front,YPRES II,GER 4TH ARMY(-),Germany,A,DK OF WUERTTEMBERG,"http://en.wikipedia.org/wiki/Albrecht,_Duke_of_W%C3%BCrttemberg",BR 2ND ARMY(-)(+),Great Britain,GEN SMITH-DORRIEN,
Battle_of_Festubert,292,WORLD WAR I,World War I of 1914-1918,Western Front,FESTUBERT,BR 1ST ARMY(-),Great Britain,B,GEN HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig",GER 6TH ARMY(-),Germany,CR PR RUPPRECHT,
Battle_of_Loos,293,WORLD WAR I,World War I of 1914-1918,Western Front,LOOS,BR 1ST ARMY,Great Britain,B,GEN HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig",GER 6TH ARMY(-),Germany,CR PR RUPPRECHT,
Second_Battle_of_the_Masurian_Lakes,294,WORLD WAR I,World War I of 1914-1918,Eastern Front,WINTER BATTLE (MASURIA),GER 8TH & 10TH ARMIES,Germany,A,GEN HINDENBURG,http://en.wikipedia.org/wiki/Paul_von_Hindenburg,RUS 10TH ARMY,Russia,GEN SIEVERS,
Gorlice–Tarnów_Offensive,295,WORLD WAR I,World War I of 1914-1918,Eastern Front,GOLICE-TARNOW (OPENING PHASE),"GER 11TH ARMY, AUS 3RD(-) & 4TH ARMIES",Germany,A,GEN MACKENSEN,,RUS 3RD ARMY,Russia,GEN DIMITRIEV,
First_Battle_of_the_Isonzo,296,WORLD WAR I (ITALIAN FRONT 1915),World War I of 1914-1918,Italian Front,FIRST ISONZO,IT 2ND & 3RD ARMIES,Italy,B,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
Second_Battle_of_the_Isonzo,297,WORLD WAR I (ITALIAN FRONT 1915),World War I of 1914-1918,Italian Front,SECOND ISONZO,IT 2ND & 3RD ARMIES,Italy,B,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
Third_Battle_of_the_Isonzo,298,WORLD WAR I (ITALIAN FRONT 1915),World War I of 1914-1918,Italian Front,THIRD ISONZO,IT 2ND & 3RD ARMIES,Italy,B,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
Fourth_Battle_of_the_Isonzo,299,WORLD WAR I (ITALIAN FRONT 1915),World War I of 1914-1918,Italian Front,FOURTH ISONZO,IT 2ND & 3RD ARMIES,Italy,B,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
Landing_at_Cape_Helles,300,WORLD WAR I (TURKISH FRONTS 1915),World War I of 1914-1918,Middle East,FIRST DARDANELLES LANDING,ALLIED ARMY,Great Britain,B,GEN HAMILTON,,TK 5TH ARMY,Ottoman Empire,GEN LIMAN VON SANDERS,
Landing_at_Suvla_Bay,301,WORLD WAR I (TURKISH FRONTS 1915),World War I of 1914-1918,Middle East,SUVLA BAY,"BR 7TH, 10TH, 11TH, & 12TH DIVS",Great Britain,B,LG STOPFORD,,TK 7TH & 12TH DIVS,Ottoman Empire,GEN LIMAN VON SANDERS,
Battle_of_Es_Sinn,302,WORLD WAR I (TURKISH FRONTS 1915),World War I of 1914-1918,Middle East,KUT-EL-AMARA,BR MESOPOTAMIAN FIELD FORCE,Great Britain,B,MG TOWNSHEND,,TK ARMY,Ottoman Empire,NUR-UD-DIN PASHA,
Battle_of_Ctesiphon_(1915),303,WORLD WAR I (TURKISH FRONTS 1915),World War I of 1914-1918,Middle East,CTESIPHON,BR MESOPOTAMIAN FIELD FORCE,Great Britain,B,MG TOWNSHEND,,TK ARMY,Ottoman Empire,NUR-UD-DIN PASHA,
Battle_of_the_Somme,304,WORLD WAR I,World War I of 1914-1918,Western Front,FIRST SOMME,BR 4TH & 6TH ARMIES,Great Britain,B,GEN RAWLINSON & GEN FAYOLLE,,GER 2ND ARMY,Germany,GEN BELOW,http://en.wikipedia.org/wiki/Fritz_von_Below
Battle_of_the_Somme,305,WORLD WAR I,World War I of 1914-1918,Western Front,SOMME-FOURTH ARMY ATTACK,BR 4TH ARMY,Great Britain,B,GEN RAWLINSON,,GER 2ND ARMY,Germany,GEN BELOW,http://en.wikipedia.org/wiki/Fritz_von_Below
Battle_of_the_Somme,306,WORLD WAR I,World War I of 1914-1918,Western Front,SOMME-OVILLERS,BR 8TH DIV,Great Britain,B,MG HUDSON,,GER 180TH INF RGT,Germany,?,
Battle_of_the_Somme,307,WORLD WAR I,World War I of 1914-1918,Western Front,SOMME-BAZENTIN RIDGE,BR 4TH ARMY(-),Great Britain,B,GEN RAWLINSON,,GER 3RD GUARDS DIV,Germany,GEN BELOW,http://en.wikipedia.org/wiki/Fritz_von_Below
Battle_of_the_Somme,308,WORLD WAR I,World War I of 1914-1918,Western Front,SOMME-FLERS-COURCELETTE,BR 4TH AND RESERVE ARMIES,Great Britain,B,GEN HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig",GER 1ST ARMY,Germany,GEN BELOW,http://en.wikipedia.org/wiki/Fritz_von_Below
,309,WORLD WAR I,World War I of 1914-1918,Middle East,CAUCASUS WINTER OFFENSIVE,RUSS ARMY,Russia,B,GEN YUDENICH,,TK 3RD ARMY,Ottoman Empire,ABDUL KERIM PASHA,
Battle_of_Lake_Naroch,310,WORLD WAR I,World War I of 1914-1918,Eastern Front,LAKE NAROTCH,RUSS 2ND ARMY,Russia,B,GEN SMIRNOV,,GER 10TH ARMY,Germany,GEN EICHHORN,
Brusilov_Offensive,311,WORLD WAR I,World War I of 1914-1918,Eastern Front,1916 BRUSILOV OFFENSIVE,RUSS SOUTHWEST ARMY GROUP,Russia,B,GEN BRUSILOV,,"AUS 2ND, 4TH & 7TH, & SUD ARMIES",Austria,GEN CONRAD,
Fifth_Battle_of_the_Isonzo,312,WORLD WAR I,World War I of 1914-1918,Italian Front,FIFTH ISONZO,IT 2ND & 3RD ARMIES,Italy,B,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
Battle_of_Asiago,313,WORLD WAR I,World War I of 1914-1918,Italian Front,ASIAGO,AUS 3RD & 11TH ARMIES,Austria,A,GEN CONRAD,,IT 1ST ARMY,Italy,GEN PECORI-GIRALDI,
,314,WORLD WAR I,World War I of 1914-1918,Italian Front,TRENTINO COUNTER-OFFENSIVE,IT 5TH ARMY,Italy,B,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna,AUS 3RD & 11TH ARMIES,Austria,GEN CONRAD,
Sixth_Battle_of_the_Isonzo,315,WORLD WAR I,World War I of 1914-1918,Italian Front,SIXTH ISONZO (GORIZIA),IT 2ND & 3RD ARMIES,Italy,B,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
Battle_of_Arras_(1917),316,WORLD WAR I,World War I of 1914-1918,Western Front,ARRAS,"BR 1ST, 3RD & 5TH ARMIES",Great Britain,B,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig",GER 6TH ARMY,Germany,GEN FALKENHAUSEN,
Second_Battle_of_the_Aisne,317,WORLD WAR I,World War I of 1914-1918,Western Front,AISNE II,FR 5TH & 6TH ARMIES,France,B,GEN NIVELLE,,GER 1ST & 7TH ARMIES,Germany,GENS BOEHN & BELOW,
Battle_of_Messines,318,WORLD WAR I,World War I of 1914-1918,Western Front,MESSINES,BR 2ND ARMY,Great Britain,B,GEN PLUMER,,GER 4TH ARMY,Germany,GEN ARNIM,
Battle_of_Passchendaele,319,WORLD WAR I,World War I of 1914-1918,Western Front,YPRES III,BR 2ND & 5TH ARMIES & FR 1ST ARMY,Great Britain,B,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig",GER 4TH ARMY,Germany,GEN ARNIM,
Battle_of_Cambrai_(1917),320,WORLD WAR I,World War I of 1914-1918,Western Front,CAMBRAI I,BR 3RD ARMY,Great Britain,B,GEN BYNG,,GER 2ND ARMY,Germany,GEN MARWITZ,
Battle_of_Cambrai_(1917),321,WORLD WAR I,World War I of 1914-1918,Western Front,CAMBRAI II,GER 2ND ARMY,Germany,A,GEN MARWITZ,,BR 3RD ARMY,Great Britain,GEN BYNG,
Tenth_Battle_of_the_Isonzo,322,WORLD WAR I,World War I of 1914-1918,Italian Front,TENTH ISONZO,IT 2ND & 3RD ARMIES,Italy,B,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
Eleventh_Battle_of_the_Isonzo,323,WORLD WAR I,World War I of 1914-1918,Italian Front,ELEVENTH ISONZO,IT 2ND & 3RD ARMIES,Italy,B,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
Twelfth_Battle_of_the_Isonzo,324,WORLD WAR I,World War I of 1914-1918,Italian Front,CAPORETTO (TWELFTH ISONZO),"GER-AUS 5TH, 10TH & 14TH ARMIES",Germany|Austria,A,GEN CONRAD,,"IT 2ND, 3RD & 4TH ARMIES",Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
Second_Battle_of_Kut,325,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,Middle East,TIGRIS CROSSING,"BR 1ST & 3RD CORPS, & U/I CAV DIV",Great Britain,B,GEN MAUDE,,TK U/I TASK FORCE,Ottoman Empire,NUR-UD-DIN PASHA,
First_Battle_of_Gaza,326,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,Middle East,GAZA I,BR ARMY OF EGYPT,Great Britain,B,GEN MURRAY,http://en.wikipedia.org/wiki/Archibald_Murray,TK 8TH ARMY,Ottoman Empire,GEN KRESS VON KRESSENSTEIN,http://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein
