,isqno,attacker,war,battle,name,cdb13_actors,commanders,uri
484,226,1,FRANCO-PRUSSIAN WAR,COULMIERS,FR ARMY OF THE LOIRE,France,AURELLE,http://en.wikipedia.org/wiki/Louis_Jean-Baptiste_d%27Aurelle_de_Paladines
485,227,0,FRANCO-PRUSSIAN WAR,ORLEANS,FR ARMY OF THE LOIRE,France,AURELLE,http://en.wikipedia.org/wiki/Louis_Jean-Baptiste_d%27Aurelle_de_Paladines
486,227,1,FRANCO-PRUSSIAN WAR,ORLEANS,GER 2ND ARMY,Germany,FRIEDRICH KARL,http://en.wikipedia.org/wiki/Prince_Friedrich_Karl_of_Prussia_(1828-1885)
487,228,0,FRANCO-PRUSSIAN WAR,LE MANS,FR ARMY OF THE LOIRE,France,CHANZY,http://en.wikipedia.org/wiki/Antoine_Chanzy
488,228,1,FRANCO-PRUSSIAN WAR,LE MANS,GER 2ND ARMY,Germany,FRIEDRICK KARL,http://en.wikipedia.org/wiki/Prince_Friedrich_Karl_of_Prussia_(1828-1885)
489,229,0,FRANCO-PRUSSIAN WAR,BELFORT,GER ARMY OF THE SOUTH,Germany,WERDER,http://en.wikipedia.org/wiki/August_von_Werder
490,229,1,FRANCO-PRUSSIAN WAR,BELFORT,FR ARMY OF THE EAST,France,BOURBAKI,http://en.wikipedia.org/wiki/Charles_Denis_Bourbaki
491,230,0,ZULU WAR,ISANDHLWANA,BR 24TH REGT. (+),Great Britain,PULLEINE,http://en.wikipedia.org/wiki/Henry_Pulleine
492,230,1,ZULU WAR,ISANDHLWANA,ZULU ARMY,Zulu,MAVUMENGWANA,http://en.wikipedia.org/wiki/Ntshingwayo_Khoza
493,230,1,ZULU WAR,ISANDHLWANA,ZULU ARMY,Zulu,TSHINGWAYO,
494,231,0,ZULU WAR,ULUNDI,BR ARMY,Great Britain,CHELMSFORD,"http://en.wikipedia.org/wiki/Frederic_Augustus_Thesiger,_2nd_Baron_Chelmsford"
495,231,1,ZULU WAR,ULUNDI,ZULU ARMY,Zulu,CETEWAYO,
496,232,0,TRANSVAAL REVOLT,MAJUBA HILL,BR ARMY,Great Britain,COLLEY,http://en.wikipedia.org/wiki/George_Pomeroy_Colley
497,232,1,TRANSVAAL REVOLT,MAJUBA HILL,BOER ARMY,South African Republic,SMIDT,http://en.wikipedia.org/wiki/Nicolas_Smit
498,233,0,EGYPT AND THE SUDAN,TEL EL-KEBIR,EG ARMY,Egypt,ARABI,http://en.wikipedia.org/wiki/Ahmed_Urabi
499,233,1,EGYPT AND THE SUDAN,TEL EL-KEBIR,BR ARMY,Great Britain,WOLSELEY,"http://en.wikipedia.org/wiki/Garnet_Wolseley,_1st_Viscount_Wolseley"
500,234,0,EGYPT AND THE SUDAN,OMDURMAN,BR ARMY,Great Britain,KITCHENER,"http://en.wikipedia.org/wiki/Herbert_Kitchener,_1st_Earl_Kitchener"
501,234,1,EGYPT AND THE SUDAN,OMDURMAN,MAHDISTS,Mahdists,ABDULLAHINI,http://en.wikipedia.org/wiki/Abdullah_al-Taashi
502,235,0,ITALO-ETHIOPIAN WAR,ADOWA,IT ARMY,Italy,BARATIERI,http://en.wikipedia.org/wiki/Oreste_Baratieri
503,235,1,ITALO-ETHIOPIAN WAR,ADOWA,ETH ARMY,Ethiopia,MENELIK II,http://en.wikipedia.org/wiki/Menelik_II_of_Ethiopia
504,236,0,BOER WAR,MODDER RIVER,BOER ARMY,South African Republic,CRONJE,http://en.wikipedia.org/wiki/Piet_Cronje
505,236,0,BOER WAR,MODDER RIVER,BOER ARMY,South African Republic,DE LA REY,http://en.wikipedia.org/wiki/Koos_de_la_Rey
506,236,1,BOER WAR,MODDER RIVER,BR ARMY,Great Britain,METHUEN,"http://en.wikipedia.org/wiki/Paul_Sanford_Methuen,_3rd_Baron_Methuen"
507,237,0,BOER WAR,MAGERSFONTEIN,BOER ARMY,South African Republic,CRONJE,http://en.wikipedia.org/wiki/Piet_Cronje
508,237,1,BOER WAR,MAGERSFONTEIN,BR ARMY,Great Britain,METHUEN,"http://en.wikipedia.org/wiki/Paul_Sanford_Methuen,_3rd_Baron_Methuen"
509,238,0,BOER WAR,COLENSO,BOER ARMY,South African Republic,BOTHA,http://en.wikipedia.org/wiki/Louis_Botha
510,238,1,BOER WAR,COLENSO,BR ARMY,Great Britain,BULLER,http://en.wikipedia.org/wiki/Redvers_Buller
511,239,0,BOER WAR,SPION KOP,BOER ARMY,South African Republic,JOUBERT,
512,239,1,BOER WAR,SPION KOP,BR ARMY,Great Britain,BULLER,http://en.wikipedia.org/wiki/Redvers_Buller
513,240,0,BOER WAR,PAARDEBURG,BOER ARMY,South African Republic,CRONJE,http://en.wikipedia.org/wiki/Piet_Cronje
514,240,1,BOER WAR,PAARDEBURG,BR ARMY,Great Britain,ROBERTS,"http://en.wikipedia.org/wiki/Frederick_Roberts,_1st_Earl_Roberts"
515,241,0,SPANISH-AMERICAN WAR,SAN JUAN HILL AND EL CANEY,SP ARMY,Spain,LINARES,http://en.wikipedia.org/wiki/Arsenio_Linares
516,241,1,SPANISH-AMERICAN WAR,SAN JUAN HILL AND EL CANEY,US V CORPS,USA,SHAFTER,http://en.wikipedia.org/wiki/William_Rufus_Shafter
517,242,0,RUSSO-JAPANESE WAR,THE YALU,RUSS ARMY,Russia,ZASULICH,http://en.wikipedia.org/wiki/Mikhail_Zasulich
518,242,1,RUSSO-JAPANESE WAR,THE YALU,JAP 1ST ARMY,Japan,TAMEMOTO KUROKI,http://en.wikipedia.org/wiki/Kuroki_Tamemoto
519,243,0,RUSSO-JAPANESE WAR,TELISSU,RUSS ARMY,Russia,STAKELBERG,http://en.wikipedia.org/wiki/Georgii_Stackelberg
520,243,1,RUSSO-JAPANESE WAR,TELISSU,JAP 2ND ARMY,Japan,OKU,http://en.wikipedia.org/wiki/Yasukata_Oku
521,244,0,RUSSO-JAPANESE WAR,LIAOYANG,RUSS ARMY GROUP,Russia,KUROPATKIN,http://en.wikipedia.org/wiki/Aleksey_Kuropatkin
522,244,1,RUSSO-JAPANESE WAR,LIAOYANG,JAP ARMY GROUP,Japan,OYAMA,http://en.wikipedia.org/wiki/%C5%8Cyama_Iwao
523,245,0,RUSSO-JAPANESE WAR,THE SHA-HO,JAP ARMY GROUP,Japan,OYAMA,http://en.wikipedia.org/wiki/%C5%8Cyama_Iwao
524,245,1,RUSSO-JAPANESE WAR,THE SHA-HO,RUSS ARMY GROUP,Russia,KUROPATKIN,http://en.wikipedia.org/wiki/Aleksey_Kuropatkin
525,246,0,RUSSO-JAPANESE WAR,SANDEPU,JAP ARMY GROUP,Japan,OYAMA,http://en.wikipedia.org/wiki/%C5%8Cyama_Iwao
526,246,1,RUSSO-JAPANESE WAR,SANDEPU,RUSS ARMY,Russia,GRIPPENBERG,http://en.wikipedia.org/wiki/Oskar-Ferdinand_Kazimirovich_Grippenberg
527,247,0,RUSSO-JAPANESE WAR,MUKDEN,RUSS ARMY GROUP,Russia,KUROPATKIN,http://en.wikipedia.org/wiki/Aleksey_Kuropatkin
528,247,1,RUSSO-JAPANESE WAR,MUKDEN,JAP ARMY GROUP,Japan,OYAMA,http://en.wikipedia.org/wiki/%C5%8Cyama_Iwao
529,248,0,THE BALKAN WARS,KUMANOVO,TK ARMY OF MACEDONIA,Ottoman Empire,ZEHKI PASHA,http://en.wikipedia.org/wiki/Zekki_Pasha
530,248,1,THE BALKAN WARS,KUMANOVO,SERB 1ST ARMY,Serbia,GEN PUTNIK,http://en.wikipedia.org/wiki/Radomir_Putnik
531,249,0,THE BALKAN WARS,LULE BURGAS,TK ARMY OF THE EAST,Ottoman Empire,ABDALLA PASHA,http://en.wikipedia.org/wiki/Abdullah_Pasha
532,249,1,THE BALKAN WARS,LULE BURGAS,BUL ARMY GROUP,Bulgaria,GEN DIMITRIEV,http://en.wikipedia.org/wiki/Radko_Dimitriev
533,250,0,THE BALKAN WARS,PRELIP,TK ARMY OF MACEDONIA,Ottoman Empire,,
534,250,1,THE BALKAN WARS,PRELIP,SERB 1ST ARMY,Serbia,GEN PUTNIK,http://en.wikipedia.org/wiki/Radomir_Putnik
535,251,0,THE BALKAN WARS,MONASTIR,TK ARMY OF MACEDONIA,Ottoman Empire,KARA SAID PASHA,
536,251,1,THE BALKAN WARS,MONASTIR,SERB ARMY GROUP,Serbia,GEN PUTNIK,http://en.wikipedia.org/wiki/Radomir_Putnik
537,252,0,THE BALKAN WARS,ADRIANOPLE,TK ADRIANOPLE GARRISON,Ottoman Empire,SHUKRI PASHA,
538,252,1,THE BALKAN WARS,ADRIANOPLE,BUL 2ND ARMY(+),Bulgaria,GEN IVANHOFF,http://en.wikipedia.org/wiki/Nikola_Ivanov
539,253,0,RUSSO-POLISH WAR (1920),WARSAW,SOV ARMY GROUP,USSR,TUKHACHEVSKI,http://en.wikipedia.org/wiki/Mikhail_Tukhachevsky
540,253,1,RUSSO-POLISH WAR (1920),WARSAW,POL ARMY GROUP,Poland,PILSUDSKI,http://en.wikipedia.org/wiki/J%C3%B3zef_Pi%C5%82sudski
541,254,0,RUSSO-POLISH WAR (1920),THE NIEMAN,SOV ARMY GROUP,USSR,TUKHACHEVSKI,http://en.wikipedia.org/wiki/Mikhail_Tukhachevsky
542,254,1,RUSSO-POLISH WAR (1920),THE NIEMAN,POL ARMY GROUP,Poland,PILSUDSKI,http://en.wikipedia.org/wiki/J%C3%B3zef_Pi%C5%82sudski
543,255,0,THE SPANISH CIVIL WAR,GUADALAJARA-BRIHUEGA,SP REPUBLICAN FORCES,Spanish Republic,GEN MIAJA,http://en.wikipedia.org/wiki/Jos%C3%A9_Miaja
544,255,1,THE SPANISH CIVIL WAR,GUADALAJARA-BRIHUEGA,IT VOL CORPS,Italy,GEN ROATTA,http://en.wikipedia.org/wiki/Mario_Roatta
545,256,0,THE MANCHURIAN INCIDENT (1938-1939),CHANGKUFENG-SHACHAOFENG,SOV 59TH BORDER GUARD UNIT(-),USSR,COL GREBENNIK,?
546,256,1,THE MANCHURIAN INCIDENT (1938-1939),CHANGKUFENG-SHACHAOFENG,JAP I/75TH INF REGT(+),Japan,COL SATO,http://en.wikipedia.org/wiki/Kotoku_Sato
547,257,0,THE MANCHURIAN INCIDENT (1938-1939),HILL 52-SHACHAOFENG,JAP 19TH INF DIV(-),Japan,LG SUETAKA,?
548,257,1,THE MANCHURIAN INCIDENT (1938-1939),HILL 52-SHACHAOFENG,SOV 40TH RIFLE DIV(-)(+),USSR,MARSHAL BLUCHER,http://en.wikipedia.org/wiki/Vasily_Bl%C3%BCcher
549,258,0,THE MANCHURIAN INCIDENT (1938-1939),CHANGKUFENG-HILL 52,JAP 19TH INF DIV(+),Japan,LG SUETAKA,?
550,258,1,THE MANCHURIAN INCIDENT (1938-1939),CHANGKUFENG-HILL 52,SOV SPECIAL FAR EASTERN ARMY(-),USSR,MARSHAL BLUCHER,http://en.wikipedia.org/wiki/Vasily_Bl%C3%BCcher
551,259,0,THE MANCHURIAN INCIDENT (1938-1939),NOMONHAN-OPENING ENGAGEMENT,SOV 11TH TK BDE(-)(+),USSR,MAJ BYKOV,?
552,259,1,THE MANCHURIAN INCIDENT (1938-1939),NOMONHAN-OPENING ENGAGEMENT,JAP 64TH INF REGT(-)(+),Japan,COL YAMAGATA,?
553,260,0,THE MANCHURIAN INCIDENT (1938-1939),NOMONHAN-SOVIET COUNTEROFFENSIVE,JAP 6TH ARMY(-),Japan,LG OGISU,
554,260,1,THE MANCHURIAN INCIDENT (1938-1939),NOMONHAN-SOVIET COUNTEROFFENSIVE,SOV 1ST ARMY GROUP,USSR,GEN ZHUKOV,http://en.wikipedia.org/wiki/Georgy_Zhukov
555,261,0,RUSSO-FINISH WAR (1939-1940),SUOMUSSALMI,SOV 163RD UKRANIAN DIV & 44TH MOTORIZED DIV,USSR,GEN SELENTSOV,
556,261,1,RUSSO-FINISH WAR (1939-1940),SUOMUSSALMI,FIN 9TH INF DIV,Finland,COL SIILASVUO,http://en.wikipedia.org/wiki/Hjalmar_Siilasvuo
557,262,0,WORLD WAR I (WESTERN FRONT 1914),ALSACE-LORRAINE I,GER 6TH &7TH ARMIES,Germany,GEN MOLTKE,http://en.wikipedia.org/wiki/Helmuth_Karl_Bernhard_von_Moltke
558,262,1,WORLD WAR I (WESTERN FRONT 1914),ALSACE-LORRAINE I,"FR 1ST & 2ND ARMIES, ARMY OF ALSACE",France,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre
559,263,0,WORLD WAR I (WESTERN FRONT 1914),ALSACE-LORRAINE II,FR 1ST & 2ND ARMIES & ARMY OF ALSACE,France,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre
560,263,1,WORLD WAR I (WESTERN FRONT 1914),ALSACE-LORRAINE II,GER 6TH & 7TH ARMIES,Germany,GEN MOLTKE,http://en.wikipedia.org/wiki/Helmuth_Karl_Bernhard_von_Moltke
561,264,0,WORLD WAR I (WESTERN FRONT 1914),THE ARDENNES,GER 4TH &5TH ARMIES,Germany,GEN MOLTKE,http://en.wikipedia.org/wiki/Helmuth_Karl_Bernhard_von_Moltke
562,264,1,WORLD WAR I (WESTERN FRONT 1914),THE ARDENNES,FR 3RD & 4TH ARMIES,France,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre
563,265,0,WORLD WAR I (WESTERN FRONT 1914),THE SAMBRE,FR 5TH ARMY,France,GEN LANREZAC,http://en.wikipedia.org/wiki/Charles_Lanrezac
564,265,1,WORLD WAR I (WESTERN FRONT 1914),THE SAMBRE,GER 2ND & 3RD ARMIES,Germany,GEN BUELOW,http://en.wikipedia.org/wiki/Karl_von_B%C3%BClow
565,266,0,WORLD WAR I (WESTERN FRONT 1914),MONS,BR EXPED FORCE,Great Britain,FM FRENCH,"http://en.wikipedia.org/wiki/John_French,_1st_Earl_of_Ypres"
566,266,1,WORLD WAR I (WESTERN FRONT 1914),MONS,GER 1ST ARMY,Germany,GEN KLUCK,http://en.wikipedia.org/wiki/Alexander_von_Kluck
567,267,0,WORLD WAR I (WESTERN FRONT 1914),LE CATEAU,BR EXPED FORCE,Great Britain,FM FRENCH,"http://en.wikipedia.org/wiki/John_French,_1st_Earl_of_Ypres"
568,267,1,WORLD WAR I (WESTERN FRONT 1914),LE CATEAU,GER 1ST ARMY,Germany,GEN KLUCK,http://en.wikipedia.org/wiki/Alexander_von_Kluck
569,268,0,WORLD WAR I (WESTERN FRONT 1914),GUISE,FR 5TH ARMY,France,GEN LANREZAC,http://en.wikipedia.org/wiki/Charles_Lanrezac
570,268,1,WORLD WAR I (WESTERN FRONT 1914),GUISE,GER 2ND ARMY,Germany,GEN BUELOW,http://en.wikipedia.org/wiki/Karl_von_B%C3%BClow
571,269,0,WORLD WAR I (WESTERN FRONT 1914),HEIGHTS OF NANCY,FR 1ST & 2ND ARMIES,France,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre
572,269,1,WORLD WAR I (WESTERN FRONT 1914),HEIGHTS OF NANCY,GER 6TH & 7TH ARMIES,Germany,GEN MOLTKE,http://en.wikipedia.org/wiki/Helmuth_Karl_Bernhard_von_Moltke
573,270,0,WORLD WAR I (WESTERN FRONT 1914),OURCQ I,GER 4TH RESERVE CORPS,Germany,GEN GRONAU,http://en.wikipedia.org/wiki/Hans_von_Gronau
574,270,1,WORLD WAR I (WESTERN FRONT 1914),OURCQ I,FR 6TH ARMY,France,GEN MOUNOURY,http://en.wikipedia.org/wiki/Michel-Joseph_Maunoury
575,271,0,WORLD WAR I (WESTERN FRONT 1914),OURCQ II,GER 1ST ARMY(-)(+),Germany,GEN KLUCK,http://en.wikipedia.org/wiki/Alexander_von_Kluck
576,271,1,WORLD WAR I (WESTERN FRONT 1914),OURCQ II,FR 6TH ARMY,France,GEN MAUNOURY,http://en.wikipedia.org/wiki/Michel-Joseph_Maunoury
577,272,0,WORLD WAR I (WESTERN FRONT 1914),PETIT MORIN,GER 2ND ARMY,Germany,GEN BUELOW,http://en.wikipedia.org/wiki/Karl_von_B%C3%BClow
578,272,1,WORLD WAR I (WESTERN FRONT 1914),PETIT MORIN,FR 5TH ARMY,France,GEN FRANCHET D'ESPEREY,http://en.wikipedia.org/wiki/Louis_Franchet_d%27Esperey
579,273,0,WORLD WAR I (WESTERN FRONT 1914),TWO MORINS,GER 1ST ARMY,Germany,GEN KLUCK,http://en.wikipedia.org/wiki/Alexander_von_Kluck
580,273,1,WORLD WAR I (WESTERN FRONT 1914),TWO MORINS,BR EXPED FORCE,Great Britain,FM FRENCH,"http://en.wikipedia.org/wiki/John_French,_1st_Earl_of_Ypres"
581,274,0,WORLD WAR I (WESTERN FRONT 1914),MARSHES OF ST.GOND,FR 9TH ARMY,France,GEN FOCH,http://en.wikipedia.org/wiki/Ferdinand_Foch
582,274,1,WORLD WAR I (WESTERN FRONT 1914),MARSHES OF ST.GOND,GER 2ND(-) & 3RD ARMIES,Germany,GEN HAUSEN,http://en.wikipedia.org/wiki/Max_von_Hausen
583,275,0,WORLD WAR I (WESTERN FRONT 1914),VITRY LE FRANCOIS,FR 4TH ARMY,France,GEN LANGLE DE CARY,http://en.wikipedia.org/wiki/Fernand_de_Langle_de_Cary
584,275,1,WORLD WAR I (WESTERN FRONT 1914),VITRY LE FRANCOIS,GER 3RD(-) & 4TH ARMIES,Germany,DK OF WUERTTEMBURG,"http://en.wikipedia.org/wiki/Albrecht,_Duke_of_W%C3%BCrttemberg"
585,276,0,WORLD WAR I (WESTERN FRONT 1914),GAP OF REVIGNY,FR 3RD ARMY,France,GEN SARRAIL,http://en.wikipedia.org/wiki/Maurice_Sarrail
586,276,1,WORLD WAR I (WESTERN FRONT 1914),GAP OF REVIGNY,GER 5TH ARMY,Germany,CR PR WILHELM,"http://en.wikipedia.org/wiki/Wilhelm,_German_Crown_Prince"
587,277,0,WORLD WAR I (WESTERN FRONT 1914),THE AISNE,"GER 1ST, 7TH & 2ND ARMIES",Germany,GEN FALKENHAYN,http://en.wikipedia.org/wiki/Erich_von_Falkenhayn
588,277,1,WORLD WAR I (WESTERN FRONT 1914),THE AISNE,"FR 5TH & 6TH ARMIES, BR EXPED FORCE",France,GEN JOFFRE,http://en.wikipedia.org/wiki/Joseph_Joffre
589,278,0,WORLD WAR I (EASTERN FRONT 1914),STALLUPONEN,GER 1ST CORPS,Germany,GEN VON FRANCOIS,http://en.wikipedia.org/wiki/Hermann_von_Fran%C3%A7ois
590,278,1,WORLD WAR I (EASTERN FRONT 1914),STALLUPONEN,RUS 3RD CORPS,Russia,GEN RENNENKAMPF,http://en.wikipedia.org/wiki/Paul_von_Rennenkampf
591,279,0,WORLD WAR I (EASTERN FRONT 1914),GUMBINNEN,RUS 1ST ARMY,Russia,GEN RENNENKAMPF,http://en.wikipedia.org/wiki/Paul_von_Rennenkampf
592,279,1,WORLD WAR I (EASTERN FRONT 1914),GUMBINNEN,GER 8TH ARMY,Germany,GEN VON PRITTWITZ,http://en.wikipedia.org/wiki/Maximilian_von_Prittwitz
593,280,0,WORLD WAR I (EASTERN FRONT 1914),TANNENBERG,RUS 2ND ARMY,Russia,GEN SAMSONOV,http://en.wikipedia.org/wiki/Alexander_Samsonov
594,280,1,WORLD WAR I (EASTERN FRONT 1914),TANNENBERG,GER 8TH ARMY,Germany,GEN VON HINDENBURG,http://en.wikipedia.org/wiki/Paul_von_Hindenburg
595,281,0,WORLD WAR I (EASTERN FRONT 1914),MASURIAN LAKES,RUS 1ST ARMY,Russia,GEN RENNENKAMPF,http://en.wikipedia.org/wiki/Paul_von_Rennenkampf
596,281,1,WORLD WAR I (EASTERN FRONT 1914),MASURIAN LAKES,GER 8TH ARMY,Germany,GEN VON HINDENBURG,http://en.wikipedia.org/wiki/Paul_von_Hindenburg
597,282,0,WORLD WAR I (EASTERN FRONT 1914),KRASNIK,RUS 4TH ARMY,Russia,GEN SALZA,http://en.wikipedia.org/wiki/Anton_von_Saltza
598,282,1,WORLD WAR I (EASTERN FRONT 1914),KRASNIK,AUS 1ST ARMY,Austria,GEN DANKL,http://en.wikipedia.org/wiki/Viktor_Dankl_von_Krasnik
599,283,0,WORLD WAR I (EASTERN FRONT 1914),KOMAROV,RUS 5TH ARMY,Russia,GEN PLEHVE,http://en.wikipedia.org/wiki/Pavel_Plehve
600,283,1,WORLD WAR I (EASTERN FRONT 1914),KOMAROV,AUS 4TH ARMY(+),Austria,GEN AUFFENBERG,http://en.wikipedia.org/wiki/Moritz_von_Auffenberg
601,284,0,WORLD WAR I (EASTERN FRONT 1914),GNILA LIPA,RUS 3RD & 8TH ARMIES,Russia,GEN IVANOV,http://en.wikipedia.org/wiki/Nikolai_Judovich_Ivanov
602,284,1,WORLD WAR I (EASTERN FRONT 1914),GNILA LIPA,AUS 3RD ARMY(+),Austria,GEN BRUDERMAN,
603,285,0,WORLD WAR I (EASTERN FRONT 1914),RAVA RUSSKA,"RUS 3RD, 5TH & 8TH ARMIES",Russia,GEN IVANOV,http://en.wikipedia.org/wiki/Nikolai_Judovich_Ivanov
604,285,1,WORLD WAR I (EASTERN FRONT 1914),RAVA RUSSKA,"AUS 2ND, 3RD & 4TH ARMIES",Austria,GEN CONRAD,http://en.wikipedia.org/wiki/Franz_Conrad_von_H%C3%B6tzendorf
605,286,0,WORLD WAR I (EASTERN FRONT 1914),LODZ,RUS NORTHWEST ARMY GROUP,Russia,GRAND DK NICHOLAS,http://en.wikipedia.org/wiki/Grand_Duke_Nicholas_Nikolaevich_of_Russia_(1856%E2%80%931929)
606,286,1,WORLD WAR I (EASTERN FRONT 1914),LODZ,GER 9TH ARMY,Germany,GEN MACKENSEN,http://en.wikipedia.org/wiki/August_von_Mackensen
607,287,0,WORLD WAR I (SERBIAN FRONT 1914),THE JADAR,"SERB 1ST, 2ND & 3RD ARMIES",Serbia,FM PUTNIK,http://en.wikipedia.org/wiki/Radomir_Putnik
608,287,1,WORLD WAR I (SERBIAN FRONT 1914),THE JADAR,AUS 2ND(-) & 5TH ARMIES,Austria,GEN POTIAREK,http://en.wikipedia.org/wiki/Oskar_Potiorek
609,288,0,WORLD WAR I (SERBIAN FRONT 1914),THE KOLUBRA,AUS 5TH & 6TH ARMIES,Austria,GEN POTIOREK,http://en.wikipedia.org/wiki/Oskar_Potiorek
610,288,1,WORLD WAR I (SERBIAN FRONT 1914),THE KOLUBRA,"SERB 1ST, 2ND & 3RD ARMIES",Serbia,FM PUTNIK,http://en.wikipedia.org/wiki/Radomir_Putnik
611,289,0,WORLD WAR I,EASTERN CHAMPAGNE,GER 3RD ARMY,Germany,GEN HAUSEN,http://en.wikipedia.org/wiki/Max_von_Hausen
612,289,1,WORLD WAR I,EASTERN CHAMPAGNE,FR 4TH ARMY,France,GEN LANGLE DE CARY,http://en.wikipedia.org/wiki/Fernand_de_Langle_de_Cary
613,290,0,WORLD WAR I,NEUVE CHAPELLE,GER 6TH ARMY(-),Germany,CR PR RUPPRECHT,"http://en.wikipedia.org/wiki/Rupprecht,_Crown_Prince_of_Bavaria"
614,290,1,WORLD WAR I,NEUVE CHAPELLE,BR 1ST ARMY,Great Britain,GEN HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
615,291,0,WORLD WAR I,YPRES II,BR 2ND ARMY(-)(+),Great Britain,GEN SMITH-DORRIEN,http://en.wikipedia.org/wiki/Horace_Smith-Dorrien
616,291,1,WORLD WAR I,YPRES II,GER 4TH ARMY(-),Germany,DK OF WUERTTEMBERG,"http://en.wikipedia.org/wiki/Albrecht,_Duke_of_W%C3%BCrttemberg"
617,292,0,WORLD WAR I,FESTUBERT,GER 6TH ARMY(-),Germany,CR PR RUPPRECHT,"http://en.wikipedia.org/wiki/Rupprecht,_Crown_Prince_of_Bavaria"
618,292,1,WORLD WAR I,FESTUBERT,BR 1ST ARMY(-),Great Britain,GEN HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
619,293,0,WORLD WAR I,LOOS,GER 6TH ARMY(-),Germany,CR PR RUPPRECHT,"http://en.wikipedia.org/wiki/Rupprecht,_Crown_Prince_of_Bavaria"
620,293,1,WORLD WAR I,LOOS,BR 1ST ARMY,Great Britain,GEN HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
621,294,0,WORLD WAR I,WINTER BATTLE (MASURIA),RUS 10TH ARMY,Russia,GEN SIEVERS,http://en.wikipedia.org/wiki/Thadeus_von_Sievers
622,294,1,WORLD WAR I,WINTER BATTLE (MASURIA),GER 8TH & 10TH ARMIES,Germany,GEN HINDENBURG,http://en.wikipedia.org/wiki/Paul_von_Hindenburg
623,295,0,WORLD WAR I,GOLICE-TARNOW (OPENING PHASE),RUS 3RD ARMY,Russia,GEN DIMITRIEV,http://en.wikipedia.org/wiki/Radko_Dimitriev
624,295,1,WORLD WAR I,GOLICE-TARNOW (OPENING PHASE),"GER 11TH ARMY, AUS 3RD(-) & 4TH ARMIES",Germany,GEN MACKENSEN,http://en.wikipedia.org/wiki/August_von_Mackensen
625,296,0,WORLD WAR I (ITALIAN FRONT 1915),FIRST ISONZO,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
626,296,1,WORLD WAR I (ITALIAN FRONT 1915),FIRST ISONZO,IT 2ND & 3RD ARMIES,Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
627,297,0,WORLD WAR I (ITALIAN FRONT 1915),SECOND ISONZO,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
628,297,1,WORLD WAR I (ITALIAN FRONT 1915),SECOND ISONZO,IT 2ND & 3RD ARMIES,Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
629,298,0,WORLD WAR I (ITALIAN FRONT 1915),THIRD ISONZO,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
630,298,1,WORLD WAR I (ITALIAN FRONT 1915),THIRD ISONZO,IT 2ND & 3RD ARMIES,Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
631,299,0,WORLD WAR I (ITALIAN FRONT 1915),FOURTH ISONZO,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
632,299,1,WORLD WAR I (ITALIAN FRONT 1915),FOURTH ISONZO,IT 2ND & 3RD ARMIES,Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
633,300,0,WORLD WAR I (TURKISH FRONTS 1915),FIRST DARDANELLES LANDING,TK 5TH ARMY,Ottoman Empire,GEN LIMAN VON SANDERS,
634,300,1,WORLD WAR I (TURKISH FRONTS 1915),FIRST DARDANELLES LANDING,ALLIED ARMY,Great Britain,GEN HAMILTON,
635,301,0,WORLD WAR I (TURKISH FRONTS 1915),SUVLA BAY,TK 7TH & 12TH DIVS,Ottoman Empire,GEN LIMAN VON SANDERS,
636,301,1,WORLD WAR I (TURKISH FRONTS 1915),SUVLA BAY,"BR 7TH, 10TH, 11TH, & 12TH DIVS",Great Britain,LG STOPFORD,
637,302,0,WORLD WAR I (TURKISH FRONTS 1915),KUT-EL-AMARA,TK ARMY,Ottoman Empire,NUR-UD-DIN PASHA,
638,302,1,WORLD WAR I (TURKISH FRONTS 1915),KUT-EL-AMARA,BR MESOPOTAMIAN FIELD FORCE,Great Britain,MG TOWNSHEND,
639,303,0,WORLD WAR I (TURKISH FRONTS 1915),CTESIPHON,TK ARMY,Ottoman Empire,NUR-UD-DIN PASHA,
640,303,1,WORLD WAR I (TURKISH FRONTS 1915),CTESIPHON,BR MESOPOTAMIAN FIELD FORCE,Great Britain,MG TOWNSHEND,
